timestep;mesh  1  face  centerpoint;mesh  1  color  code;mesh  1  normal;Mesh  1  face  centerpoint  to  Mesh  1  face  n+1  centerpoint  distance;Mesh  1  face  centerpoint  vector  to  Mesh  1  face  n+1  centerpoint  vector  angle
160;(321.75,  47.25,  25);(97,7,124);(-0.71,  -0.71,  0);0.71;0.1
160;(321.25,  47.75,  25);(60,48,147);(0.71,  0.71,  0);1.82;0.32
160;(320.75,  49.5,  25);(63,184,29);(0.97,  -0.24,  0);1.46;0.24
160;(280,  61.5,  25);(2,191,221);(-0.95,  -0.32,  -0.04);2.61;0.52
160;(280.75,  59,  25);(2,189,227);(-0.97,  -0.24,  0.01);1.35;0.22
160;(280.25,  57.75,  25);(4,183,224);(-0.32,  0.95,  -0.03);1.25;0.17
160;(279.5,  56.75,  25);(2,191,221);(-1,  0,  0.06);0.25;0.05
160;(279.5,  56.5,  25);(130,204,17);(1,  0,  0.04);3.09;0.27
160;(282.5,  55.75,  25);(4,184,224);(-0.38,  -0.92,  -0.04);3.78;0.25
160;(286.25,  55.25,  25);(2,189,227);(0.69,  -0.69,  0.19);1.5;0.06
160;(374.75,  66,  25);(22,126,192);(0.05,  1,  -0.04);23.77;0.85
160;(351,  67,  25);(28,107,181);(0,  0.99,  0.12);4.28;0.07
160;(290.5,  54.5,  25);(4,183,224);(0,  0,  0);0.9;0.12
160;(291,  55.25,  25);(4,184,224);(0.83,  -0.55,  -0.01);1.9;0.3
160;(291.75,  57,  25);(123,202,15);(0.97,  -0.24,  0.07);1.77;0.34
160;(553.75,  309,  25);(159,0,119);(-0.97,  0.22,  -0.01);18.74;1.35
160;(550.75,  290.5,  25);(172,219,24);(0,  -1,  0);46.51;3.95
160;(551.75,  244,  25);(9,185,163);(-1,  0.01,  0);47.02;4.16
160;(550.5,  197,  25);(159,0,119);(-0.13,  0.27,  -0.95);52.26;4.79
160;(288.75,  55.75,  25);(110,197,13);(-0.51,  -0.86,  0.05);21.26;0.78
160;(267.5,  55,  25);(49,60,154);(0,  1,  -0.04);43.75;2.33
160;(223.75,  54.75,  25);(59,50,148);(-0.01,  1,  0);22.01;1.44
160;(201.75,  54.25,  25);(110,197,13);(-0.32,  0.95,  -0.02);1.27;0.31
160;(201.5,  53,  25);(4,184,224);(-0.89,  -0.45,  0);2.12;0.5
160;(203,  51.5,  25);(51,59,153);(-0.45,  -0.89,  0);35.28;1.94
160;(238.25,  53,  25);(49,60,154);(0.06,  -1,  -0.02);34.78;1.44
160;(325.75,  63.25,  25);(13,153,207);(-0.05,  1,  -0.04);28.34;0.72
160;(297.5,  61,  25);(14,150,205);(-0.11,  0.99,  0.1);14.25;0.65
160;(250.5,  51.25,  25);(60,48,147);(-0.83,  0.55,  0);16.62;1.15
160;(267,  49.25,  25);(51,59,153);(-0.07,  -1,  0);18.04;0.94
160;(285,  48,  25);(6,177,221);(0,  -1,  0.02);18.75;0.69
160;(538.5,  82.25,  25);(1,192,225);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(75,32,138);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(2,191,224);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(88,17,130);(-0.83,  0.55,  0);2.15;0.16
160;(320,  50.75,  25);(60,183,34);(0.24,  0.97,  0);2.51;0.04
160;(317.5,  50.5,  25);(97,6,124);(-0.32,  0.95,  0);66.87;1.86
160;(250.75,  46.5,  25);(97,7,124);(-0.05,  0.99,  -0.1);65.56;3.34
160;(185.25,  43.75,  25);(60,183,34);(0.95,  0.32,  0.01);1.03;0.31
160;(185.5,  42.75,  25);(69,185,21);(-0.96,  -0.27,  0);2.55;0.7
160;(185,  40.25,  25);(8,186,168);(-0.6,  0.8,  0);245.22;16.16
160;(372.75,  198,  25);(97,6,124);(0.64,  -0.77,  0.01);247.08;4.54
160;(287.75,  55.25,  25);(130,204,17);(-0.71,  -0.71,  -0.07);1.9;0.21
160;(289.5,  54.5,  25);(123,202,15);(0,  -1,  0.04);1.0;0.04
160;(534.5,  335.5,  25);(9,185,163);(-0.71,  -0.71,  0);12.43;0.82
160;(546.5,  332.25,  25);(8,186,168);(-0.23,  -0.97,  0.04);12.1;0.81
160;(558,  328.5,  25);(71,185,19);(-1,  0,  0);19.96;1.32
160;(538.5,  82.25,  25);(62,47,147);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(34,87,169);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(61,47,147);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(41,70,160);(-0.83,  0.55,  0);2.15;0.16
160;(545.25,  145,  25);(147,0,119);(-1,  0.08,  0);51.09;5.05
160;(542.25,  94,  25);(150,212,20);(0.35,  -0.87,  0.35);6.05;0.49
160;(539.25,  88.75,  25);(172,219,24);(-0.8,  0.59,  0);6.05;0.43
160;(535.5,  84,  25);(147,0,119);(0.89,  -0.45,  0);1.8;0.08
160;(537,  85,  25);(160,0,119);(0,  -1,  0);1.8;0.13
160;(538.5,  84,  25);(3,190,212);(-0.89,  -0.45,  0);1.75;0.18
160;(538.5,  82.25,  25);(150,212,20);(-0.83,  0.55,  0);2.15;0.16
160;(273,  54.5,  25);(4,184,224);(-0.71,  -0.71,  0);10.85;0.25
160;(262.25,  53,  25);(6,177,221);(-0.09,  1,  -0.04);11.88;0.28
160;(538.5,  82.25,  25);(2,191,220);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(3,190,212);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(43,67,158);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(12,157,209);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(37,78,164);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(23,122,189);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(35,84,168);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(76,186,11);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(75,31,138);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(79,186,8);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(64,43,145);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(54,55,151);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(81,187,8);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(48,62,155);(-0.83,  0.55,  0);2.15;0.16
160;(562.5,  356.25,  25);(69,185,21);(-0.24,  -0.97,  0);17.15;0.13
160;(548.75,  346,  25);(71,185,19);(-0.56,  0.83,  -0.02);17.7;0.13
160;(538.5,  82.25,  25);(103,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(64,44,145);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(31,96,175);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(210,0,117);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(19,178,89);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(5,180,222);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(22,179,85);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(49,60,154);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(47,63,156);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(45,65,157);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(39,72,161);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(42,69,159);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(38,74,162);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(18,178,90);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(160,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(172,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(15,148,204);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(12,158,210);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(8,170,216);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(30,180,74);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(33,180,70);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(42,181,58);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(35,85,168);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(19,134,196);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(36,80,166);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(22,126,191);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(33,90,171);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(18,140,199);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(29,105,180);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(7,172,218);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(101,2,121);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(49,61,155);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(1,192,229);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(210,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(1,192,228);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(59,49,148);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(13,153,207);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(51,58,153);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(19,136,197);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(3,186,226);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(14,181,121);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(4,182,223);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(17,179,98);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(2,188,227);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(17,179,99);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(1,192,227);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(37,79,165);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(37,78,165);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(26,112,183);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(2,191,222);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(26,115,185);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(38,76,163);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(80,26,135);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(99,4,122);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(40,71,160);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(36,180,66);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(20,178,87);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(3,185,225);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(7,174,219);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(39,73,162);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(10,164,213);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(40,71,161);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(1,191,228);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(3,186,225);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(19,135,197);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(71,36,141);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(15,146,203);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(87,18,130);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(70,37,141);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(68,39,142);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(98,6,124);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(62,46,146);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(24,120,188);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(73,34,139);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(77,29,137);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(30,101,177);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(46,64,157);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(30,102,178);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(16,180,109);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(2,191,218);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(34,87,170);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(76,31,138);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(78,28,136);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(16,179,102);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(17,179,97);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(81,25,134);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(9,186,166);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(98,5,123);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(151,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(36,82,167);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(106,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(103,1,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(105,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(97,7,124);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(19,136,198);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(15,147,204);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(102,1,121);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(92,13,127);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(82,24,134);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(202,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(15,181,117);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(196,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(154,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(100,3,122);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(55,54,151);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(79,27,135);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(50,60,154);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(88,16,129);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(46,64,156);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(63,45,145);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(68,40,143);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(32,95,174);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(43,68,159);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(42,68,159);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(48,62,156);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(131,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(44,67,158);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(27,109,182);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(82,23,133);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(11,184,150);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(72,35,140);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(2,192,225);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(15,180,115);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(13,183,135);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(16,180,110);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(16,180,108);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(58,51,149);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(99,5,123);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(205,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(18,178,93);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(209,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(188,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(217,7,102);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(215,5,107);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(185,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(200,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(118,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(135,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(211,1,117);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(125,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(79,26,135);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(115,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(57,52,150);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(104,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(13,182,129);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(113,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(11,184,148);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(110,197,13);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(157,214,21);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(246,161,20);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(6,177,221);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(29,102,178);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(116,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(127,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(186,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(190,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(47,64,156);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(222,12,92);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(7,187,179);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(5,188,193);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(96,8,124);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(217,8,102);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(213,3,111);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(242,175,22);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(247,147,18);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(241,176,23);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(243,64,1);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(84,22,132);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(179,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(74,33,139);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(163,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(177,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(61,48,147);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(170,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(74,32,138);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(111,0,120);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(45,66,157);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(226,17,82);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(40,70,160);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(181,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(171,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(61,184,32);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(167,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(239,182,23);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(174,220,24);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(231,205,27);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(158,215,21);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(234,197,26);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(200,230,29);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(233,198,26);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(55,53,150);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(220,10,96);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(245,164,21);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(247,160,20);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(243,67,2);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(80,186,8);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(50,182,47);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(49,182,48);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(82,187,9);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(96,7,124);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(247,156,19);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(91,13,127);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(243,57,0);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(215,5,106);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(246,123,13);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(211,1,115);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(175,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(227,18,80);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(189,0,118);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(176,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(152,0,119);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(65,184,27);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(85,188,9);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(52,57,152);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(37,77,164);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(10,163,212);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(16,145,202);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(75,185,13);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(79,186,9);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(77,186,11);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(100,193,12);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(72,185,17);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(247,157,20);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(242,172,22);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(71,185,19);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(100,194,12);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(76,186,12);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(242,55,5);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(243,56,2);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(213,3,112);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(238,37,39);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(63,184,29);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(83,188,9);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(51,182,45);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(56,183,38);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(71,185,18);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(62,184,31);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(66,184,25);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(93,191,10);(-0.83,  0.55,  0);2.15;0.16
160;(538.5,  82.25,  25);(214,4,109);(-0.83,  0.55,  0);2.15;0.16
