Year,mesh 1 face centerpoint,mesh 1 color code,mesh 1 normal,Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance,Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
1979,"(25.02, 20.81, 25.58)","(243,56,2)","(0.55, -0.82, 0.13)",7.87,0.2
1979,"(29.87, 24.81, 30.31)","(243,57,1)","(-0.55, 0.82, -0.13)",27.32,0.03
1979,"(13.31, 11.05, 13.49)","(243,57,0)","(-0.55, 0.82, -0.13)",32.24,1.45
1979,"(32.07, 26.92, 34.36)","(243,57,0)","(0.55, -0.82, 0.13)",71.51,0.06
1979,"(74.33, 62.42, 79.83)","(243,57,1)","(0.55, -0.82, 0.13)",38.78,0.48
1979,"(51.83, 43.36, 54.65)","(243,56,3)","(-0.55, 0.82, -0.13)",53.34,1.54
1979,"(20.55, 17, 20.42)","(243,56,3)","(0.55, -0.82, 0.13)",9.45,1.34
1979,"(25.73, 21.49, 26.92)","(243,56,2)","(-0.55, 0.82, -0.13)",1.74,0.34
1979,"(26.6, 22.28, 28.2)","(243,57,1)","(0.55, -0.83, 0.14)",0.41,0.16
1979,"(26.44, 22.12, 27.86)","(243,57,0)","(0.61, -0.79, 0.05)",15.28,0.88
1979,"(17.59, 14.62, 17.92)","(243,57,0)","(-0.55, 0.82, -0.13)",1.83,1.01
1979,"(18.34, 15.35, 19.42)","(243,57,0)","(0.56, -0.82, 0.12)",13.12,0.54
1979,"(25.9, 21.78, 28)","(243,57,0)","(0.55, -0.82, 0.13)",6.71,1.19
1979,"(22.42, 18.69, 23.16)","(243,57,0)","(-0.56, 0.82, -0.12)",7.57,1.68
1979,"(18.4, 15.15, 17.81)","(243,57,0)","(-0.55, 0.82, -0.13)",12.28,0.25
1979,"(41.33, 34.18, 40.99)","(243,57,1)","(0.55, -0.82, 0.13)",13.72,0.75
1979,"(49.1, 40.83, 50.13)","(243,57,1)","(0.55, -0.82, 0.13)",9.89,0.67
1979,"(54.44, 45.49, 57.03)","(243,57,1)","(-0.55, 0.82, -0.13)",13.99,1.09
1979,"(46.97, 38.94, 47.18)","(243,57,0)","(-0.55, 0.82, -0.13)",34.72,2.06
1979,"(26.72, 21.82, 24.77)","(243,57,0)","(0.56, -0.82, 0.12)",20.62,1.41
1979,"(13.46, 11.1, 13.18)","(243,57,0)","(-0.56, 0.82, -0.12)",1.24,0.91
1979,"(13.98, 11.61, 14.18)","(243,57,0)","(0.55, -0.82, 0.13)",8.48,0.14
1979,"(19.08, 15.86, 19.46)","(242,54,7)","(0.55, -0.83, 0.13)",6.35,0.98
1979,"(22.53, 18.87, 23.86)","(242,53,8)","(0.56, -0.82, 0.12)",7.61,0.57
1979,"(26.79, 22.53, 28.99)","(242,54,7)","(-0.55, 0.82, -0.13)",9.08,0.4
1979,"(32.36, 27.13, 34.49)","(243,55,4)","(0.55, -0.82, 0.13)",4.75,1.66
1979,"(30.52, 25.28, 30.52)","(243,57,0)","(-0.55, 0.82, -0.13)",10.1,0.69
1979,"(24.64, 20.3, 23.99)","(243,57,0)","(0.55, -0.82, 0.13)",7.59,1.46
1979,"(28.58, 23.81, 29.44)","(243,57,0)","(0.55, -0.82, 0.13)",8.53,0.98
1979,"(33.14, 27.81, 35.44)","(243,56,2)","(-0.55, 0.82, -0.13)",3.28,0.16
1979,"(34.99, 29.39, 37.64)","(243,56,2)","(0.55, -0.82, 0.13)",14.63,1.49
1979,"(44.35, 36.24, 41.19)","(243,57,0)","(-0.55, 0.82, -0.13)",59.94,1.86
1979,"(6.48, 5.37, 6.47)","(243,57,0)","(0.55, -0.82, 0.13)",20.34,1.63
1979,"(19.39, 15.87, 18.17)","(243,57,1)","(0.56, -0.82, 0.12)",4.54,0.01
1979,"(22.24, 18.2, 20.83)","(243,56,2)","(0.55, -0.82, 0.13)",0.09,0.1
1979,"(22.16, 18.15, 20.84)","(243,56,2)","(0.55, -0.82, 0.13)",0.41,0.12
1979,"(21.87, 17.92, 20.66)","(243,56,2)","(0.55, -0.82, 0.13)",6.86,0.05
1979,"(17.57, 14.41, 16.63)","(243,57,1)","(-0.55, 0.82, -0.13)",15.33,0.46
1979,"(7.95, 6.54, 7.66)","(243,57,0)","(0.55, -0.82, 0.14)",7.79,1.25
1979,"(12.52, 10.39, 12.66)","(243,57,0)","(0.55, -0.82, 0.13)",3.37,1.65
1979,"(14.13, 11.87, 15.22)","(243,56,3)","(-0.55, 0.82, -0.13)",1.28,1.93
1979,"(15.2, 12.58, 15.2)","(242,55,5)","(-0.56, 0.82, -0.11)",30.31,0.66
1979,"(33.32, 27.74, 34.19)","(242,54,5)","(0.55, -0.82, 0.13)",31.59,1.28
1979,"(51.24, 43.06, 55.21)","(243,56,2)","(-0.55, 0.82, -0.13)",12.83,0
1979,"(43.66, 36.69, 47.05)","(243,57,0)","(0.55, -0.83, 0.13)",22.54,2.14
1979,"(31.53, 26.07, 31.3)","(243,57,0)","(-0.55, 0.82, -0.13)",1.74,1.15
1979,"(32.97, 27.04, 31.3)","(243,57,0)","(0.55, -0.82, 0.13)",14.65,1.13
1979,"(23.16, 19.08, 22.52)","(243,57,0)","(0.55, -0.82, 0.13)",13.06,1.67
1979,"(30.34, 25.31, 31.47)","(243,57,0)","(0.55, -0.83, 0.13)",12.23,1.04
1979,"(37, 31.1, 39.93)","(243,57,0)","(-0.55, 0.82, -0.13)",9.39,0.16
1979,"(31.55, 26.48, 33.84)","(243,57,0)","(0.55, -0.83, 0.14)",18.92,1.37
1979,"(20.84, 17.32, 21.21)","(243,57,0)","(-0.55, 0.82, -0.13)",6.9,1.07
1979,"(16.97, 13.99, 16.57)","(243,57,0)","(-0.55, 0.82, -0.13)",4.16,1.06
1979,"(14.66, 12, 13.74)","(243,57,0)","(-0.56, 0.82, -0.12)",11.12,1.28
1979,"(21.19, 17.5, 20.87)","(243,57,0)","(0.55, -0.82, 0.13)",8.81,0.28
1979,"(26.48, 21.91, 26.36)","(243,57,0)","(-0.55, 0.82, -0.13)",1.84,0.14
1979,"(25.41, 21.01, 25.16)","(243,57,0)","(0.55, -0.82, 0.13)",0.96,0.94
1979,"(25.43, 21.17, 26.11)","(243,57,0)","(-0.55, 0.82, -0.13)",0.27,0.21
1979,"(25.21, 21.02, 26.09)","(243,56,1)","(0.55, -0.82, 0.13)",1.77,0.48
1979,"(24.36, 20.24, 24.75)","(243,56,1)","(-0.55, 0.82, -0.13)",0.53,0.62
1979,"(24.79, 20.5, 24.59)","(243,56,1)","(0.55, -0.82, 0.13)",0.59,0.61
1979,"(25.28, 20.82, 24.49)","(243,57,1)","(-0.55, 0.82, -0.13)",44.85,1.02
1979,"(53.85, 44.02, 50.13)","(243,57,0)","(0.56, -0.82, 0.12)",15.19,0.06
1979,"(30.16, 25.12, 31.03)","(243,57,1)","(0.55, -0.82, 0.13)",5.56,1.77
1979,"(27.71, 22.78, 26.62)","(243,57,1)","(-0.55, 0.82, -0.13)",0.67,0.69
1979,"(27.16, 22.44, 26.8)","(243,57,1)","(0.55, -0.82, 0.13)",5.9,1.93
1979,"(29.68, 24.88, 31.54)","(243,56,2)","(-0.55, 0.82, -0.13)",8.05,0.6
1979,"(24.65, 20.75, 26.8)","(243,57,0)","(0.55, -0.83, 0.14)",6.78,1.12
1979,"(21.09, 17.6, 21.97)","(243,57,0)","(0.56, -0.82, 0.13)",1.2,1.95
1979,"(21.71, 17.86, 20.98)","(243,57,0)","(-0.55, 0.82, -0.13)",2.24,1.09
1979,"(22.63, 18.77, 22.81)","(243,57,0)","(-0.56, 0.82, -0.13)",10.39,2.14
1979,"(27.85, 23.47, 30.47)","(243,57,1)","(-0.54, 0.83, -0.14)",14.42,0.06
1979,"(24.55, 20.68, 26.82)","(243,56,2)","(0.53, -0.83, 0.16)",12.63,0.09
1979,"(29.44, 24.21, 28.35)","(243,57,0)","(0.55, -0.82, 0.13)",1.39,0.77
1979,"(29.83, 24.67, 29.6)","(243,57,0)","(-0.55, 0.82, -0.13)",5.24,0.7
1979,"(26.34, 21.9, 26.85)","(243,56,1)","(-0.55, 0.82, -0.13)",5.63,0.94
1979,"(22.6, 18.92, 23.88)","(243,56,2)","(-0.55, 0.82, -0.13)",13.59,0.04
1979,"(29, 23.87, 28.01)","(243,57,0)","(0.55, -0.82, 0.13)",1.71,1.94
1979,"(27.7, 23.13, 28.84)","(243,57,0)","(-0.55, 0.82, -0.13)",3.85,0.31
1979,"(8.87, 7.31, 8.65)","(243,57,0)","(0.55, -0.82, 0.13)",2.22,2.02
1979,"(9.87, 8.25, 10.4)","(243,57,0)","(-0.56, 0.82, -0.13)",5.21,0.71
1979,"(6.68, 5.61, 7.23)","(243,57,0)","(-0.57, 0.82, -0.11)",7.27,1.53
1979,"(2.46, 2.04, 2.51)","(243,56,1)","(-0.55, 0.82, -0.13)",9.62,1.51
1979,"(8.07, 6.78, 8.73)","(243,56,1)","(0.56, -0.82, 0.13)",25.21,2.55
1979,"(23.91, 19.73, 23.46)","(243,56,1)","(0.55, -0.82, 0.13)",16,0.8
1979,"(33.31, 27.65, 33.71)","(243,57,1)","(-0.55, 0.83, -0.13)",8.77,1.83
1979,"(27.22, 22.91, 29.55)","(243,57,0)","(-0.57, 0.82, -0.11)",8.29,0.64
1979,"(22.6, 18.92, 23.94)","(243,57,0)","(0.55, -0.82, 0.13)",7.59,1.37
1979,"(102.26, 83.45, 94.28)","(242,54,6)","(-0.55, 0.82, -0.13)",36.16,0.27
1979,"(124.54, 101.82, 116.04)","(243,55,3)","(0.55, -0.82, 0.13)",23.13,0.01
1979,"(139.08, 113.7, 129.55)","(243,57,0)","(-0.55, 0.82, -0.13)",12.1,0.28
1979,"(132.06, 107.76, 121.69)","(243,57,0)","(0.53, -0.83, 0.16)",1.02,0.03
1979,"(19.18, 16.09, 20.56)","(243,56,2)","(0.55, -0.82, 0.13)",8.17,1.77
1979,"(24.69, 20.45, 24.73)","(243,56,1)","(0.55, -0.82, 0.13)",6.61,1.14
1979,"(5.13, 4.26, 5.24)","(243,56,3)","(0.54, -0.83, 0.14)",0.16,0.06
1979,"(5.23, 4.34, 5.33)","(243,56,1)","(-0.55, 0.82, -0.13)",14.57,2.12
1979,"(14.52, 11.89, 13.64)","(243,57,1)","(0.56, -0.82, 0.11)",16.79,1.9
1979,"(24.27, 20.14, 24.54)","(243,57,0)","(0.56, -0.82, 0.13)",4.41,0.16
1979,"(27.02, 22.4, 27.15)","(243,57,0)","(0.55, -0.82, 0.13)",2.61,1.02
1979,"(21.49, 17.59, 20.17)","(241,47,20)","(-0.55, 0.82, -0.13)",2.18,0.24
1979,"(20.2, 16.51, 18.78)","(241,50,13)","(0.62, -0.78, 0.02)",0.65,0.03
1979,"(19.8, 16.18, 18.39)","(243,55,4)","(-0.55, 0.82, -0.13)",19.62,0.8
1979,"(7.38, 6.06, 7.07)","(243,57,0)","(-0.56, 0.82, -0.12)",5.04,1.36
1979,"(33.68, 27.87, 33.54)","(243,56,2)","(0.55, -0.82, 0.13)",13.42,2.42
1977,"(0.66, -0.55, 0.4)","(243,57,0)","(-0.34, -0.79, -0.52)",70.83,2.12
1977,"(48.24, -42.29, 32.19)","(243,57,0)","(-0.34, -0.78, -0.52)",46.36,11.8
1977,"(20.82, -14.12, 7.62)","(243,57,0)","(-0.34, -0.78, -0.52)",95.66,3.77
1977,"(100.37, -62.86, 28.78)","(243,57,0)","(0.34, 0.78, 0.52)",184.7,3.44
1977,"(260.02, -151.33, 57.04)","(243,57,0)","(0.34, 0.78, 0.52)",208.77,1.16
1977,"(432.91, -258.27, 104.57)","(242,54,5)","(0.34, 0.78, 0.52)",249.72,2.53
1977,"(201.5, -247.28, 241.85)","(243,56,1)","(-0.34, -0.78, -0.52)",87.4,2.16
1977,"(229.99, -301.03, 304.61)","(243,57,0)","(0.34, 0.78, 0.52)",3.93,0.13
1977,"(227.31, -298.72, 302.89)","(243,57,0)","(-0.34, -0.78, -0.52)",139.48,0.22
1977,"(162.65, -212.31, 214.54)","(243,57,1)","(0.32, 0.78, 0.53)",80.01,0.44
1977,"(126.33, -162.72, 163.32)","(243,57,1)","(-0.34, -0.78, -0.52)",140.54,3.62
1977,"(65.15, -75.59, 71.57)","(243,57,0)","(-0.34, -0.78, -0.52)",87.31,22.62
1977,"(31.45, -21.55, 11.84)","(243,57,0)","(0.34, 0.78, 0.52)",7.03,6.52
1977,"(24.85, -19.58, 13.23)","(239,41,32)","(-0.34, -0.78, -0.52)",55.87,18.51
1977,"(76.56, -40.58, 10.75)","(237,33,48)","(0.34, 0.78, 0.52)",271.49,14.76
1977,"(162.58, -81.02, 14.98)","(243,57,0)","(0.34, 0.78, 0.52)",72.33,10.42
1977,"(200.78, -125.56, 57.27)","(243,57,1)","(0.34, 0.78, 0.52)",85.04,6.72
1977,"(246.63, -177.83, 106.24)","(243,57,1)","(0.34, 0.78, 0.52)",12.83,0.61
1977,"(235.34, -171.92, 104.75)","(243,57,1)","(-0.34, -0.78, -0.52)",83.49,0.05
1977,"(172.01, -125.51, 76.36)","(243,57,0)","(-0.34, -0.78, -0.52)",96.85,4.66
1977,"(92.97, -75.02, 52.19)","(243,57,0)","(-0.34, -0.78, -0.52)",84.7,9.4
1977,"(28.16, -28.23, 24.19)","(243,57,0)","(-0.34, -0.78, -0.52)",26.21,32.29
1977,"(42.58, -20.96, 3.54)","(240,44,26)","(0.34, 0.78, 0.52)",93.4,0.18
1977,"(126.01, -62.3, 10.86)","(240,46,22)","(0.34, 0.78, 0.52)",105.9,2.69
1977,"(626.9, -394.66, 182.83)","(242,54,7)","(0.34, 0.78, 0.52)",85.9,1.2
1977,"(687.87, -444.2, 217.57)","(242,55,4)","(-0.34, -0.78, -0.52)",70.61,2.49
1977,"(621.57, -423.14, 229.67)","(243,56,3)","(-0.34, -0.78, -0.52)",62.31,2.18
1977,"(563.38, -401.72, 235.83)","(243,57,0)","(-0.34, -0.78, -0.52)",143.14,5.81
1977,"(430.8, -348.2, 242.7)","(243,57,0)","(-0.34, -0.78, -0.52)",138.62,8.29
1977,"(302.58, -295.83, 248.4)","(243,57,0)","(-0.34, -0.78, -0.52)",53.08,3.79
1977,"(254.44, -273.55, 246.57)","(239,41,32)","(-0.34, -0.78, -0.52)",59.29,4.84
1977,"(215.97, -70.25, -36.92)","(240,43,28)","(-0.34, -0.78, -0.52)",116.28,1.73
1977,"(106.77, -36.61, -15.38)","(241,47,20)","(-0.34, -0.78, -0.52)",82.28,3.88
1977,"(29.55, -11.32, -2.46)","(242,51,11)","(-0.34, -0.78, -0.52)",20.41,34.24
1977,"(11.45, -9.49, 6.8)","(243,56,1)","(0.34, 0.78, 0.52)",24.38,3.5
1977,"(29.99, -23.01, 15.03)","(243,57,0)","(0.34, 0.78, 0.52)",19.71,2.98
1977,"(46.16, -33.23, 19.8)","(243,57,0)","(0.34, 0.78, 0.52)",24.53,1.16
1977,"(27.76, -19.5, 11.17)","(241,50,14)","(-0.34, -0.78, -0.52)",273.18,28.35
1977,"(284.13, -103.7, -31.42)","(243,56,3)","(0.34, 0.78, 0.52)",54.59,4.46
1977,"(325.62, -134, -12.98)","(243,57,0)","(-0.34, -0.78, -0.52)",280.41,26.24
1977,"(331.44, -122.46, -34.38)","(238,34,47)","(0.34, 0.78, 0.52)",283.78,2.2
1977,"(597.89, -207.36, -82.63)","(238,35,44)","(0.34, 0.78, 0.52)",36.38,2.48
1977,"(620.87, -199.58, -109.74)","(242,53,8)","(-0.34, -0.78, -0.52)",355.8,3.07
1977,"(287.61, -83.43, -64.56)","(243,55,4)","(-0.34, -0.78, -0.52)",271.58,14.75
1977,"(33.01, -14.63, 0.27)","(234,25,64)","(0.34, 0.78, 0.52)",62.7,0.89
1977,"(90.64, -39.31, -0.57)","(141,0,119)","(0.34, 0.78, 0.52)",51.44,1.72
1977,"(136.75, -61.83, 3)","(34,86,169)","(0.34, 0.78, 0.52)",34.34,4.17
1977,"(30.7, -22.76, 14.17)","(58,50,149)","(-0.34, -0.78, -0.52)",24.98,6.34
1977,"(10.94, -9.32, 6.88)","(55,54,151)","(-0.34, -0.78, -0.52)",116.11,34.26
1977,"(119.68, -47.35, -7.65)","(236,27,59)","(0.34, 0.78, 0.52)",215.73,4.5
1977,"(314.49, -139.44, 2.71)","(241,49,17)","(0.34, 0.78, 0.52)",51.39,8.39
1977,"(287.44, -154.56, 43.7)","(243,56,2)","(-0.34, -0.78, -0.52)",124.25,9.86
1977,"(171.11, -113.64, 58.9)","(242,53,9)","(-0.34, -0.78, -0.52)",42.15,2.13
1977,"(134.61, -93.52, 52.6)","(241,47,20)","(-0.34, -0.78, -0.52)",46.4,4.88
1977,"(93.69, -72.25, 47.5)","(243,57,1)","(-0.34, -0.78, -0.52)",43.15,8.06
1977,"(56.14, -51.86, 41.49)","(243,56,1)","(-0.34, -0.78, -0.52)",33.35,9.36
1977,"(216.76, -113.84, 28.83)","(242,53,9)","(0.34, 0.78, 0.52)",96.25,0.28
1977,"(301.92, -157.59, 38.67)","(243,57,0)","(0.34, 0.78, 0.52)",62.97,10.13
1977,"(295.08, -121.12, -12.21)","(243,55,3)","(-0.34, -0.78, -0.52)",148.12,12.72
1977,"(169.81, -47.46, -40.86)","(240,44,26)","(0.34, 0.78, 0.52)",96.6,1.62
1977,"(260.47, -77.1, -56.13)","(236,28,58)","(0.34, 0.78, 0.52)",12.71,1.83
1977,"(268.91, -84.61, -50.31)","(232,23,69)","(0.34, 0.79, 0.52)",5.65,0.39
1977,"(273.85, -87.26, -49.58)","(236,28,59)","(0.34, 0.78, 0.52)",61.64,0.65
1977,"(54.15, -25.57, 2.84)","(242,53,7)","(0.34, 0.78, 0.52)",109.57,5.01
1977,"(156.02, -65.23, -4.66)","(243,57,0)","(0.34, 0.78, 0.52)",17.28,0.19
1977,"(140, -58.81, -3.76)","(243,57,1)","(-0.34, -0.78, -0.52)",69.85,9.57
1977,"(74.4, -39.13, 9.98)","(243,55,4)","(0.34, 0.78, 0.52)",15.24,0.57
1977,"(88.09, -45.75, 10.93)","(242,51,11)","(0.34, 0.78, 0.52)",24.98,6.65
1977,"(64.63, -38.78, 15.95)","(241,48,19)","(-0.34, -0.78, -0.52)",37.58,15.73
1977,"(29.74, -25, 18.22)","(242,54,7)","(-0.34, -0.78, -0.52)",12.24,1.14
1977,"(20.88, -18.01, 13.48)","(243,56,1)","(-0.34, -0.78, -0.52)",12.33,2.96
1977,"(11.9, -10.98, 8.78)","(243,56,1)","(-0.34, -0.78, -0.52)",11.33,3.72
1977,"(62.57, -46.22, 28.62)","(239,38,38)","(-0.34, -0.78, -0.52)",53.98,1.23
1977,"(21.48, -16.29, 10.47)","(238,34,47)","(-0.34, -0.78, -0.52)",13.55,19.91
1977,"(32.64, -16.11, 2.78)","(239,39,36)","(0.34, 0.78, 0.52)",39.49,0.71
1977,"(67.67, -33.95, 6.58)","(239,41,31)","(0.34, 0.78, 0.52)",17.25,2.87
1977,"(81.08, -43.37, 11.97)","(242,54,6)","(0.34, 0.78, 0.52)",3.75,1.63
1977,"(82.43, -45.68, 14.6)","(243,57,0)","(-0.34, -0.78, -0.52)",25.98,4.82
1977,"(58.39, -35.89, 15.71)","(243,57,0)","(-0.34, -0.78, -0.52)",30.68,8.83
1977,"(84.83, -33.53, -5.49)","(243,57,1)","(-0.34, -0.78, -0.52)",45.86,20.29
1977,"(43.17, -27.19, 12.61)","(243,56,1)","(0.34, 0.78, 0.52)",11.7,11.38
1977,"(40.73, -32.72, 22.63)","(243,56,3)","(-0.34, -0.78, -0.52)",14.42,10.49
1977,"(39.13, -40.1, 34.92)","(243,57,1)","(-0.34, -0.78, -0.52)",14.19,6.58
1977,"(39.2, -47.92, 46.76)","(243,56,2)","(-0.34, -0.78, -0.52)",14.22,3.51
1977,"(41.41, -56.3, 58.03)","(243,56,3)","(-0.34, -0.78, -0.52)",31.39,13.57
1977,"(41.5, -39.07, 31.79)","(243,57,0)","(0.34, 0.78, 0.52)",35.15,20.53
1977,"(28.86, -17.37, 7.2)","(243,57,0)","(-0.34, -0.78, -0.52)",12.51,21.29
1977,"(19.99, -19.17, 15.83)","(243,57,1)","(0.34, 0.78, 0.52)",3.73,2.52
1977,"(29.25, -34.25, 32.61)","(243,56,3)","(-0.34, -0.78, -0.52)",21.95,0.58
1977,"(17.97, -20.71, 19.53)","(243,56,2)","(-0.34, -0.78, -0.52)",22.13,1.22
1977,"(6.35, -7.08, 6.54)","(242,53,7)","(-0.34, -0.78, -0.52)",27.8,55.89
1977,"(30.58, -8.8, -6.98)","(243,56,2)","(0.34, 0.78, 0.52)",35.83,0.75
1977,"(64.23, -18.97, -13.91)","(243,57,0)","(0.34, 0.78, 0.52)",8.25,0.52
1977,"(56.51, -16.99, -11.78)","(243,57,0)","(-0.34, -0.78, -0.52)",31.37,0.58
1977,"(27.05, -7.97, -5.88)","(243,56,1)","(-0.34, -0.78, -0.52)",33.47,16.96
1977,"(160.27, -57.88, -18.66)","(243,56,2)","(0.34, 0.78, 0.52)",33.27,5.5
1977,"(130.66, -54.69, -3.82)","(242,54,5)","(-0.34, -0.78, -0.52)",28.51,5.25
1977,"(104.36, -49.6, 5.95)","(243,56,2)","(-0.34, -0.78, -0.52)",23.54,5.8
1977,"(82.46, -44.66, 13.03)","(243,55,4)","(-0.34, -0.78, -0.52)",27.41,11.02
1977,"(56.99, -39.06, 21.46)","(243,57,0)","(-0.34, -0.78, -0.52)",7.98,5.67
1977,"(57.1, -34.71, 14.77)","(243,57,0)","(0.34, 0.78, 0.52)",11.43,5.19
1977,"(61.59, -41.79, 22.54)","(243,56,1)","(-0.34, -0.78, -0.52)",84.48,17.98
1977,"(140.89, -64.41, 4.17)","(243,57,0)","(0.34, 0.78, 0.52)",153.64,12.57
1977,"(282.66, -92.01, -48.22)","(243,57,0)","(0.34, 0.78, 0.52)",87.12,1.69
1977,"(4.27, -4.31, 3.71)","(243,56,3)","(-0.34, -0.78, -0.52)",2.21,7.79
1977,"(4.49, -5.59, 5.5)","(243,56,2)","(0.34, 0.78, 0.52)",9.23,2
1977,"(8.56, -11.31, 11.49)","(243,57,0)","(0.33, 0.78, 0.53)",16.48,0.87
1977,"(15.86, -21.52, 22.17)","(243,57,0)","(0.35, 0.78, 0.51)",81.67,52.11
1977,"(91.2, -36.12, -5.77)","(243,57,1)","(0.34, 0.79, 0.51)",62.65,11.6
1977,"(146.06, -40.44, -35.72)","(243,56,1)","(0.34, 0.78, 0.52)",20.35,3.63
1977,"(129.21, -40.57, -24.31)","(243,56,2)","(0.34, 0.78, 0.52)",48.72,7.88
1977,"(490.59, -147.44, -102.33)","(243,56,3)","(0.34, 0.78, 0.52)",570.9,2.78
1977,"(1024.01, -278.66, -257.81)","(243,57,0)","(-0.34, -0.78, -0.52)",214.72,0.5
1977,"(822.4, -219.59, -213.45)","(243,56,1)","(-0.34, -0.78, -0.52)",85.91,0.55
1977,"(901.88, -235.74, -241.78)","(243,57,0)","(0.34, 0.78, 0.52)",379.47,0.22
1977,"(546.67, -144.14, -144.67)","(243,56,1)","(0.34, 0.78, 0.52)",64.64,0.26
1977,"(486.31, -129.5, -126.75)","(243,56,1)","(0.34, 0.79, 0.52)",122.98,0.78
1977,"(371.52, -101.89, -92.34)","(243,56,2)","(0.34, 0.78, 0.52)",513.15,0.73
1977,"(852.07, -227.34, -221.41)","(243,57,0)","(0.34, 0.78, 0.52)",120.25,0.25
1977,"(964.39, -254.79, -254.43)","(243,57,0)","(-0.34, -0.78, -0.52)",504.69,0
1977,"(21.03, -21.44, 18.6)","(243,57,0)","(-0.35, -0.78, -0.51)",4.13,5.95
1977,"(19.15, -22.85, 22)","(243,57,0)","(-0.34, -0.78, -0.52)",45.03,33.29
1977,"(61.36, -34.22, 11.2)","(243,57,0)","(0.34, 0.78, 0.52)",56.98,13.37
1977,"(114.49, -46.73, -5.15)","(243,57,0)","(0.34, 0.78, 0.52)",18.5,3.27
1977,"(131.21, -49.07, -12.71)","(243,57,1)","(-0.34, -0.78, -0.52)",32.5,4.84
1977,"(159.97, -51.88, -27.58)","(243,57,0)","(-0.34, -0.79, -0.52)",20.41,0.72
1977,"(179.07, -56.75, -32.89)","(243,56,1)","(0.34, 0.78, 0.52)",23.61,4.31
1977,"(409.87, -138.12, -62.76)","(243,57,0)","(0.34, 0.78, 0.52)",81.99,10.74
1977,"(382.91, -172.09, 6.82)","(243,57,1)","(0.34, 0.78, 0.52)",76.15,7.98
1977,"(319.84, -172.55, 49.49)","(243,56,2)","(-0.34, -0.78, -0.52)",142.58,17.54
1977,"(188.61, -148.05, 99.57)","(243,56,2)","(-0.34, -0.78, -0.52)",113.43,18.72
1977,"(83.96, -104.43, 102.9)","(242,53,7)","(0.34, 0.78, 0.52)",6.06,1.83
1977,"(89.61, -105.78, 101.18)","(243,56,2)","(-0.33, -0.79, -0.52)",55.16,3.71
1977,"(106.01, -139.54, 141.6)","(243,57,1)","(-0.34, -0.78, -0.52)",103.39,1.35
1977,"(59.71, -75.45, 74.98)","(243,57,0)","(-0.34, -0.78, -0.52)",104.66,25.6
1977,"(15.43, -10.57, 5.81)","(243,57,0)","(0.34, 0.78, 0.52)",12.77,15
1977,"(364.1, -112.24, -71.65)","(243,57,0)","(0.34, 0.78, 0.52)",99.14,2.28
1977,"(455.51, -129.83, -105.76)","(243,57,1)","(-0.34, -0.78, -0.52)",61.25,1.02
1977,"(511.96, -140.59, -126.96)","(243,56,1)","(0.34, 0.78, 0.52)",21.14,0.76
1977,"(493.59, -139.39, -116.56)","(243,56,1)","(0.34, 0.78, 0.52)",135.03,1.69
1977,"(367.77, -110.2, -77.2)","(243,57,0)","(-0.34, -0.78, -0.52)",191.2,5.47
1977,"(189.31, -67.32, -23.63)","(243,57,0)","(-0.34, -0.78, -0.52)",76.6,8.38
1977,"(118.33, -52.48, 1.04)","(243,57,0)","(0.34, 0.78, 0.52)",397.84,13.76
1977,"(33.96, -39.2, 37)","(243,57,0)","(-0.34, -0.78, -0.52)",21.04,10.76
1977,"(30.22, -26.7, 20.49)","(243,56,1)","(0.34, 0.79, 0.52)",20.92,24.59
1977,"(28.23, -14.66, 3.5)","(243,55,3)","(-0.34, -0.78, -0.52)",50.3,28.82
1977,"(46.88, -45.75, 38.37)","(243,56,2)","(0.34, 0.78, 0.52)",76.93,10.43
1977,"(72.06, -93.07, 93.55)","(243,57,0)","(-0.34, -0.78, -0.52)",69.58,2
1977,"(99.02, -136.14, 141.09)","(243,57,0)","(-0.34, -0.78, -0.52)",73.49,0.25
1977,"(65.37, -90.6, 94.24)","(243,57,0)","(-0.34, -0.78, -0.52)",118.98,23.81
1977,"(22.57, -17.13, 11.01)","(243,56,1)","(0.34, 0.78, 0.52)",16.37,8.8
1977,"(37.58, -23.65, 10.94)","(243,57,0)","(0.34, 0.78, 0.52)",3.78,1.2
1977,"(1437.2, -379.71, -379.15)","(243,56,2)","(0.34, 0.78, 0.52)",53.18,0.55
1977,"(1390.18, -375.2, -354.72)","(243,57,1)","(0.34, 0.78, 0.52)",219.35,0.63
1977,"(1185.77, -327.72, -290.87)","(243,57,1)","(-0.34, -0.78, -0.52)",348.32,1.19
1977,"(860.42, -248.29, -195.12)","(243,57,0)","(-0.34, -0.78, -0.52)",454.87,4.97
1977,"(436.18, -148.01, -65.24)","(243,57,0)","(-0.34, -0.78, -0.52)",329.14,25.6
1977,"(130.65, -82.12, 37.91)","(243,57,1)","(-0.34, -0.78, -0.52)",132.93,21.73
1977,"(248.62, -94.26, -22.15)","(243,57,1)","(-0.34, -0.78, -0.52)",171.97,4.09
1977,"(84.76, -69.61, 49.42)","(243,57,1)","(0.34, 0.78, 0.52)",21.15,0.64
1977,"(69.19, -57.64, 41.58)","(243,57,0)","(-0.34, -0.78, -0.52)",64.87,1.09
