Major_dist,Major_link,Major_points
13.04,5,({337, 215.5, 0}{326, 208.5, 0})
13.89,4,({337, 215.5, 0}{325, 208.5, 0})
1,13,({333.5, 223, 0}{333.5, 224, 0})
8.28,11,({333.5, 223, 0}{337, 215.5, 0})
16.32,5,({333.5, 223, 0}{326, 208.5, 0})
16.81,4,({333.5, 223, 0}{325, 208.5, 0})
18.11,9,({333.5, 223, 0}{335.5, 205, 0})
1,12,({333.5, 224, 0}{333.5, 223, 0})
9.19,11,({333.5, 224, 0}{337, 215.5, 0})
17.22,5,({333.5, 224, 0}{326, 208.5, 0})
17.68,4,({333.5, 224, 0}{325, 208.5, 0})
19.1,9,({333.5, 224, 0}{335.5, 205, 0})
17,23,({310, 154.5, 0}{302, 139.5, 0})
17,22,({310, 154.5, 0}{302, 139.5, 0})
17.12,15,({310, 154.5, 0}{293, 156.5, 0})
22.36,17,({310, 154.5, 0}{288, 150.5, 0})
30.37,0,({310, 154.5, 0}{299.5, 183, 0})
7.81,17,({293, 156.5, 0}{288, 150.5, 0})
17.12,14,({293, 156.5, 0}{310, 154.5, 0})
19.24,23,({293, 156.5, 0}{302, 139.5, 0})
19.24,22,({293, 156.5, 0}{302, 139.5, 0})
25.94,10,({293, 156.5, 0}{281, 179.5, 0})
20.08,27,({286, 235.5, 0}{267, 242, 0})
20.1,28,({286, 235.5, 0}{288, 255.5, 0})
26.8,3,({286, 235.5, 0}{302, 214, 0})
27.1,2,({286, 235.5, 0}{302.5, 214, 0})
28.5,36,({286, 235.5, 0}{275.5, 262, 0})
7.81,15,({288, 150.5, 0}{293, 156.5, 0})
17.8,23,({288, 150.5, 0}{302, 139.5, 0})
17.8,22,({288, 150.5, 0}{302, 139.5, 0})
22.36,14,({288, 150.5, 0}{310, 154.5, 0})
25.89,37,({288, 150.5, 0}{283.5, 125, 0})
0.5,19,({257.5, 184, 0}{257, 184, 0})
6.4,21,({257.5, 184, 0}{252.5, 180, 0})
6.8,24,({257.5, 184, 0}{252, 180, 0})
12.09,20,({257.5, 184, 0}{259, 172, 0})
13.09,25,({257.5, 184, 0}{248.5, 193.5, 0})
0.5,18,({257, 184, 0}{257.5, 184, 0})
6.02,21,({257, 184, 0}{252.5, 180, 0})
6.4,24,({257, 184, 0}{252, 180, 0})
12.17,20,({257, 184, 0}{259, 172, 0})
12.75,25,({257, 184, 0}{248.5, 193.5, 0})
10.31,21,({259, 172, 0}{252.5, 180, 0})
10.63,24,({259, 172, 0}{252, 180, 0})
12.09,18,({259, 172, 0}{257.5, 184, 0})
12.17,19,({259, 172, 0}{257, 184, 0})
17,31,({259, 172, 0}{251, 157, 0})
0.5,24,({252.5, 180, 0}{252, 180, 0})
6.02,19,({252.5, 180, 0}{257, 184, 0})
6.4,18,({252.5, 180, 0}{257.5, 184, 0})
10.31,20,({252.5, 180, 0}{259, 172, 0})
14.08,25,({252.5, 180, 0}{248.5, 193.5, 0})
0,23,({302, 139.5, 0}{302, 139.5, 0})
15.63,35,({302, 139.5, 0}{300, 124, 0})
16.29,34,({302, 139.5, 0}{307, 124, 0})
17,14,({302, 139.5, 0}{310, 154.5, 0})
17.8,17,({302, 139.5, 0}{288, 150.5, 0})
0,22,({302, 139.5, 0}{302, 139.5, 0})
15.63,35,({302, 139.5, 0}{300, 124, 0})
16.29,34,({302, 139.5, 0}{307, 124, 0})
17,14,({302, 139.5, 0}{310, 154.5, 0})
17.8,17,({302, 139.5, 0}{288, 150.5, 0})
0.5,21,({252, 180, 0}{252.5, 180, 0})
6.4,19,({252, 180, 0}{257, 184, 0})
6.8,18,({252, 180, 0}{257.5, 184, 0})
10.63,20,({252, 180, 0}{259, 172, 0})
13.95,25,({252, 180, 0}{248.5, 193.5, 0})
2.92,26,({248.5, 193.5, 0}{247, 196, 0})
9.71,30,({248.5, 193.5, 0}{239, 191.5, 0})
12.75,19,({248.5, 193.5, 0}{257, 184, 0})
13.09,18,({248.5, 193.5, 0}{257.5, 184, 0})
13.95,24,({248.5, 193.5, 0}{252, 180, 0})
2.92,25,({247, 196, 0}{248.5, 193.5, 0})
9.18,30,({247, 196, 0}{239, 191.5, 0})
15.62,19,({247, 196, 0}{257, 184, 0})
15.95,18,({247, 196, 0}{257.5, 184, 0})
16.76,24,({247, 196, 0}{252, 180, 0})
20.08,16,({267, 242, 0}{286, 235.5, 0})
21.73,36,({267, 242, 0}{275.5, 262, 0})
24.96,28,({267, 242, 0}{288, 255.5, 0})
25.11,51,({267, 242, 0}{252.5, 262.5, 0})
34.21,40,({267, 242, 0}{236.5, 226.5, 0})
14.09,36,({288, 255.5, 0}{275.5, 262, 0})
20.1,16,({288, 255.5, 0}{286, 235.5, 0})
24.96,27,({288, 255.5, 0}{267, 242, 0})
32.56,29,({288, 255.5, 0}{320.5, 257.5, 0})
36.18,51,({288, 255.5, 0}{252.5, 262.5, 0})
32.56,28,({320.5, 257.5, 0}{288, 255.5, 0})
35.93,13,({320.5, 257.5, 0}{333.5, 224, 0})
36.87,12,({320.5, 257.5, 0}{333.5, 223, 0})
37.58,42,({320.5, 257.5, 0}{358, 255, 0})
40.92,16,({320.5, 257.5, 0}{286, 235.5, 0})
9.18,26,({239, 191.5, 0}{247, 196, 0})
9.71,25,({239, 191.5, 0}{248.5, 193.5, 0})
17.36,24,({239, 191.5, 0}{252, 180, 0})
17.73,21,({239, 191.5, 0}{252.5, 180, 0})
19.5,19,({239, 191.5, 0}{257, 184, 0})
13.12,32,({251, 157, 0}{242.5, 167, 0})
17,20,({251, 157, 0}{259, 172, 0})
23.02,24,({251, 157, 0}{252, 180, 0})
23.05,21,({251, 157, 0}{252.5, 180, 0})
27.66,19,({251, 157, 0}{257, 184, 0})
13.12,31,({242.5, 167, 0}{251, 157, 0})
16.1,24,({242.5, 167, 0}{252, 180, 0})
16.4,21,({242.5, 167, 0}{252.5, 180, 0})
17.24,20,({242.5, 167, 0}{259, 172, 0})
22.34,19,({242.5, 167, 0}{257, 184, 0})
16.45,49,({347.5, 137.5, 0}{363, 132, 0})
17.24,50,({347.5, 137.5, 0}{364, 132.5, 0})
41.17,14,({347.5, 137.5, 0}{310, 154.5, 0})
42.69,34,({347.5, 137.5, 0}{307, 124, 0})
45.54,23,({347.5, 137.5, 0}{302, 139.5, 0})
7,35,({307, 124, 0}{300, 124, 0})
7.5,45,({307, 124, 0}{307, 116.5, 0})
16.29,23,({307, 124, 0}{302, 139.5, 0})
16.29,22,({307, 124, 0}{302, 139.5, 0})
17.56,46,({307, 124, 0}{290.5, 118, 0})
7,34,({300, 124, 0}{307, 124, 0})
10.26,45,({300, 124, 0}{307, 116.5, 0})
11.24,46,({300, 124, 0}{290.5, 118, 0})
12.5,48,({300, 124, 0}{292.5, 114, 0})
15.63,23,({300, 124, 0}{302, 139.5, 0})
14.09,28,({275.5, 262, 0}{288, 255.5, 0})
21.73,27,({275.5, 262, 0}{267, 242, 0})
23.01,51,({275.5, 262, 0}{252.5, 262.5, 0})
28.5,16,({275.5, 262, 0}{286, 235.5, 0})
45.22,29,({275.5, 262, 0}{320.5, 257.5, 0})
2.06,39,({283.5, 125, 0}{284, 123, 0})
9.9,46,({283.5, 125, 0}{290.5, 118, 0})
14.21,48,({283.5, 125, 0}{292.5, 114, 0})
16.53,35,({283.5, 125, 0}{300, 124, 0})
23.51,23,({283.5, 125, 0}{302, 139.5, 0})
9.49,43,({370.5, 237.5, 0}{367.5, 246.5, 0})
21.51,42,({370.5, 237.5, 0}{358, 255, 0})
39.39,13,({370.5, 237.5, 0}{333.5, 224, 0})
39.74,12,({370.5, 237.5, 0}{333.5, 223, 0})
40.08,11,({370.5, 237.5, 0}{337, 215.5, 0})
2.06,37,({284, 123, 0}{283.5, 125, 0})
8.2,46,({284, 123, 0}{290.5, 118, 0})
12.38,48,({284, 123, 0}{292.5, 114, 0})
16.03,35,({284, 123, 0}{300, 124, 0})
23.02,34,({284, 123, 0}{307, 124, 0})
19.24,44,({236.5, 226.5, 0}{228.5, 209, 0})
32.26,26,({236.5, 226.5, 0}{247, 196, 0})
34.21,27,({236.5, 226.5, 0}{267, 242, 0})
35.09,30,({236.5, 226.5, 0}{239, 191.5, 0})
35.11,25,({236.5, 226.5, 0}{248.5, 193.5, 0})
6.02,47,({383, 186.5, 0}{389, 187, 0})
50.6,6,({383, 186.5, 0}{333.5, 197, 0})
50.98,9,({383, 186.5, 0}{335.5, 205, 0})
52.51,38,({383, 186.5, 0}{370.5, 237.5, 0})
54.38,11,({383, 186.5, 0}{337, 215.5, 0})
12.75,43,({358, 255, 0}{367.5, 246.5, 0})
21.51,38,({358, 255, 0}{370.5, 237.5, 0})
37.58,29,({358, 255, 0}{320.5, 257.5, 0})
39.51,13,({358, 255, 0}{333.5, 224, 0})
40.3,12,({358, 255, 0}{333.5, 223, 0})
9.49,38,({367.5, 246.5, 0}{370.5, 237.5, 0})
12.75,42,({367.5, 246.5, 0}{358, 255, 0})
40.77,13,({367.5, 246.5, 0}{333.5, 224, 0})
41.33,12,({367.5, 246.5, 0}{333.5, 223, 0})
43.49,11,({367.5, 246.5, 0}{337, 215.5, 0})
19.24,40,({228.5, 209, 0}{236.5, 226.5, 0})
20.41,30,({228.5, 209, 0}{239, 191.5, 0})
22.61,26,({228.5, 209, 0}{247, 196, 0})
25.3,25,({228.5, 209, 0}{248.5, 193.5, 0})
37.33,24,({228.5, 209, 0}{252, 180, 0})
7.5,34,({307, 116.5, 0}{307, 124, 0})
10.26,35,({307, 116.5, 0}{300, 124, 0})
14.71,48,({307, 116.5, 0}{292.5, 114, 0})
16.57,46,({307, 116.5, 0}{290.5, 118, 0})
23.54,23,({307, 116.5, 0}{302, 139.5, 0})
4.47,48,({290.5, 118, 0}{292.5, 114, 0})
8.2,39,({290.5, 118, 0}{284, 123, 0})
9.9,37,({290.5, 118, 0}{283.5, 125, 0})
11.24,35,({290.5, 118, 0}{300, 124, 0})
16.57,45,({290.5, 118, 0}{307, 116.5, 0})
6.02,41,({389, 187, 0}{383, 186.5, 0})
53.78,38,({389, 187, 0}{370.5, 237.5, 0})
56.39,6,({389, 187, 0}{333.5, 197, 0})
56.45,9,({389, 187, 0}{335.5, 205, 0})
59.3,11,({389, 187, 0}{337, 215.5, 0})
4.47,46,({292.5, 114, 0}{290.5, 118, 0})
12.38,39,({292.5, 114, 0}{284, 123, 0})
12.5,35,({292.5, 114, 0}{300, 124, 0})
14.21,37,({292.5, 114, 0}{283.5, 125, 0})
14.71,45,({292.5, 114, 0}{307, 116.5, 0})
1.12,50,({363, 132, 0}{364, 132.5, 0})
16.45,33,({363, 132, 0}{347.5, 137.5, 0})
56.57,34,({363, 132, 0}{307, 124, 0})
57.58,14,({363, 132, 0}{310, 154.5, 0})
58.05,41,({363, 132, 0}{383, 186.5, 0})
1.12,49,({364, 132.5, 0}{363, 132, 0})
17.24,33,({364, 132.5, 0}{347.5, 137.5, 0})
57.25,41,({364, 132.5, 0}{383, 186.5, 0})
57.63,34,({364, 132.5, 0}{307, 124, 0})
58.31,14,({364, 132.5, 0}{310, 154.5, 0})
23.01,36,({252.5, 262.5, 0}{275.5, 262, 0})
25.11,27,({252.5, 262.5, 0}{267, 242, 0})
36.18,28,({252.5, 262.5, 0}{288, 255.5, 0})
39.4,40,({252.5, 262.5, 0}{236.5, 226.5, 0})
43.03,16,({252.5, 262.5, 0}{286, 235.5, 0})
7.63,1,({296, 193.5, 0}{292, 200, 0})
10.61,3,({296, 193.5, 0}{297.5, 183, 0})
11.34,2,({296, 193.5, 0}{288.5, 202, 0})
13.29,5,({296, 193.5, 0}{300.5, 206, 0})
13.76,4,({296, 193.5, 0}{300.5, 180.5, 0})
4.03,2,({292, 200, 0}{288.5, 202, 0})
7.63,0,({292, 200, 0}{296, 193.5, 0})
10.4,5,({292, 200, 0}{300.5, 206, 0})
12.42,6,({292, 200, 0}{282.5, 208, 0})
17.87,3,({292, 200, 0}{297.5, 183, 0})
4.03,1,({288.5, 202, 0}{292, 200, 0})
8.49,6,({288.5, 202, 0}{282.5, 208, 0})
11.34,0,({288.5, 202, 0}{296, 193.5, 0})
12.65,5,({288.5, 202, 0}{300.5, 206, 0})
21.02,3,({288.5, 202, 0}{297.5, 183, 0})
3.91,4,({297.5, 183, 0}{300.5, 180.5, 0})
10.61,0,({297.5, 183, 0}{296, 193.5, 0})
17.73,7,({297.5, 183, 0}{281, 176.5, 0})
17.87,1,({297.5, 183, 0}{292, 200, 0})
21.02,2,({297.5, 183, 0}{288.5, 202, 0})
3.91,3,({300.5, 180.5, 0}{297.5, 183, 0})
13.76,0,({300.5, 180.5, 0}{296, 193.5, 0})
19.91,7,({300.5, 180.5, 0}{281, 176.5, 0})
21.27,1,({300.5, 180.5, 0}{292, 200, 0})
24.52,12,({300.5, 180.5, 0}{324, 187.5, 0})
10.4,1,({300.5, 206, 0}{292, 200, 0})
12.65,2,({300.5, 206, 0}{288.5, 202, 0})
13.29,0,({300.5, 206, 0}{296, 193.5, 0})
14.5,9,({300.5, 206, 0}{311, 216, 0})
18.11,6,({300.5, 206, 0}{282.5, 208, 0})
8.49,2,({282.5, 208, 0}{288.5, 202, 0})
12.42,1,({282.5, 208, 0}{292, 200, 0})
17.68,11,({282.5, 208, 0}{270, 220.5, 0})
18.11,5,({282.5, 208, 0}{300.5, 206, 0})
19.81,0,({282.5, 208, 0}{296, 193.5, 0})
15.7,8,({281, 176.5, 0}{271.5, 189, 0})
17.73,3,({281, 176.5, 0}{297.5, 183, 0})
18.25,10,({281, 176.5, 0}{263, 173.5, 0})
19.91,4,({281, 176.5, 0}{300.5, 180.5, 0})
22.67,0,({281, 176.5, 0}{296, 193.5, 0})
15.7,7,({271.5, 189, 0}{281, 176.5, 0})
17.68,10,({271.5, 189, 0}{263, 173.5, 0})
21.4,2,({271.5, 189, 0}{288.5, 202, 0})
21.95,6,({271.5, 189, 0}{282.5, 208, 0})
23.26,1,({271.5, 189, 0}{292, 200, 0})
5.39,14,({311, 216, 0}{313, 221, 0})
14.5,5,({311, 216, 0}{300.5, 206, 0})
18.4,13,({311, 216, 0}{324.5, 203.5, 0})
24.01,17,({311, 216, 0}{330.5, 202, 0})
24.3,15,({311, 216, 0}{330.5, 201.5, 0})
7.43,16,({263, 173.5, 0}{258, 168, 0})
17.68,8,({263, 173.5, 0}{271.5, 189, 0})
18.25,7,({263, 173.5, 0}{281, 176.5, 0})
22.52,24,({263, 173.5, 0}{240.5, 174.5, 0})
23.09,25,({263, 173.5, 0}{240, 175.5, 0})
17.68,6,({270, 220.5, 0}{282.5, 208, 0})
26.16,2,({270, 220.5, 0}{288.5, 202, 0})
30.07,1,({270, 220.5, 0}{292, 200, 0})
31.54,8,({270, 220.5, 0}{271.5, 189, 0})
33.77,5,({270, 220.5, 0}{300.5, 206, 0})
9.55,18,({324, 187.5, 0}{333.5, 188.5, 0})
12.75,22,({324, 187.5, 0}{335.5, 182, 0})
15.44,15,({324, 187.5, 0}{330.5, 201.5, 0})
15.89,17,({324, 187.5, 0}{330.5, 202, 0})
16.01,13,({324, 187.5, 0}{324.5, 203.5, 0})
6.18,17,({324.5, 203.5, 0}{330.5, 202, 0})
6.32,15,({324.5, 203.5, 0}{330.5, 201.5, 0})
11.77,21,({324.5, 203.5, 0}{336, 201, 0})
16.01,12,({324.5, 203.5, 0}{324, 187.5, 0})
17.49,18,({324.5, 203.5, 0}{333.5, 188.5, 0})
5.39,9,({313, 221, 0}{311, 216, 0})
19.53,5,({313, 221, 0}{300.5, 206, 0})
20.94,13,({313, 221, 0}{324.5, 203.5, 0})
25.83,17,({313, 221, 0}{330.5, 202, 0})
25.87,36,({313, 221, 0}{330, 240.5, 0})
0.5,17,({330.5, 201.5, 0}{330.5, 202, 0})
5.52,21,({330.5, 201.5, 0}{336, 201, 0})
6.32,13,({330.5, 201.5, 0}{324.5, 203.5, 0})
13.34,18,({330.5, 201.5, 0}{333.5, 188.5, 0})
15.44,12,({330.5, 201.5, 0}{324, 187.5, 0})
7.43,10,({258, 168, 0}{263, 173.5, 0})
17.87,29,({258, 168, 0}{241, 162.5, 0})
18.18,34,({258, 168, 0}{242.5, 158.5, 0})
18.67,24,({258, 168, 0}{240.5, 174.5, 0})
19.5,25,({258, 168, 0}{240, 175.5, 0})
0.5,15,({330.5, 202, 0}{330.5, 201.5, 0})
5.59,21,({330.5, 202, 0}{336, 201, 0})
6.18,13,({330.5, 202, 0}{324.5, 203.5, 0})
13.83,18,({330.5, 202, 0}{333.5, 188.5, 0})
15.89,12,({330.5, 202, 0}{324, 187.5, 0})
6.8,22,({333.5, 188.5, 0}{335.5, 182, 0})
9.55,12,({333.5, 188.5, 0}{324, 187.5, 0})
12.75,21,({333.5, 188.5, 0}{336, 201, 0})
13.34,15,({333.5, 188.5, 0}{330.5, 201.5, 0})
13.83,17,({333.5, 188.5, 0}{330.5, 202, 0})
15.34,32,({289, 149, 0}{294, 134.5, 0})
15.34,31,({289, 149, 0}{294, 134.5, 0})
16.64,27,({289, 149, 0}{275, 140, 0})
21.36,33,({289, 149, 0}{271, 137.5, 0})
28.64,7,({289, 149, 0}{281, 176.5, 0})
8.38,23,({245.5, 190.5, 0}{237.5, 188, 0})
9.85,26,({245.5, 190.5, 0}{236.5, 186.5, 0})
15.98,25,({245.5, 190.5, 0}{240, 175.5, 0})
16.76,24,({245.5, 190.5, 0}{240.5, 174.5, 0})
17.03,30,({245.5, 190.5, 0}{232.5, 201.5, 0})
5.52,15,({336, 201, 0}{330.5, 201.5, 0})
5.59,17,({336, 201, 0}{330.5, 202, 0})
11.77,13,({336, 201, 0}{324.5, 203.5, 0})
12.75,18,({336, 201, 0}{333.5, 188.5, 0})
18.06,12,({336, 201, 0}{324, 187.5, 0})
6.8,18,({335.5, 182, 0}{333.5, 188.5, 0})
12.75,12,({335.5, 182, 0}{324, 187.5, 0})
16.81,28,({335.5, 182, 0}{342, 166.5, 0})
19.01,21,({335.5, 182, 0}{336, 201, 0})
20.13,15,({335.5, 182, 0}{330.5, 201.5, 0})
1.8,26,({237.5, 188, 0}{236.5, 186.5, 0})
8.38,20,({237.5, 188, 0}{245.5, 190.5, 0})
10.44,38,({237.5, 188, 0}{227.5, 191, 0})
12.75,25,({237.5, 188, 0}{240, 175.5, 0})
13.83,24,({237.5, 188, 0}{240.5, 174.5, 0})
1.12,25,({240.5, 174.5, 0}{240, 175.5, 0})
12.01,29,({240.5, 174.5, 0}{241, 162.5, 0})
12.65,26,({240.5, 174.5, 0}{236.5, 186.5, 0})
13,37,({240.5, 174.5, 0}{235.5, 162.5, 0})
13.83,23,({240.5, 174.5, 0}{237.5, 188, 0})
1.12,24,({240, 175.5, 0}{240.5, 174.5, 0})
11.54,26,({240, 175.5, 0}{236.5, 186.5, 0})
12.75,23,({240, 175.5, 0}{237.5, 188, 0})
13.04,29,({240, 175.5, 0}{241, 162.5, 0})
13.76,37,({240, 175.5, 0}{235.5, 162.5, 0})
1.8,23,({236.5, 186.5, 0}{237.5, 188, 0})
9.85,20,({236.5, 186.5, 0}{245.5, 190.5, 0})
10.06,38,({236.5, 186.5, 0}{227.5, 191, 0})
11.54,25,({236.5, 186.5, 0}{240, 175.5, 0})
12.65,24,({236.5, 186.5, 0}{240.5, 174.5, 0})
4.72,33,({275, 140, 0}{271, 137.5, 0})
16.64,19,({275, 140, 0}{289, 149, 0})
19.78,32,({275, 140, 0}{294, 134.5, 0})
19.78,31,({275, 140, 0}{294, 134.5, 0})
29.53,51,({275, 140, 0}{289, 114, 0})
16.81,22,({342, 166.5, 0}{335.5, 182, 0})
23.58,18,({342, 166.5, 0}{333.5, 188.5, 0})
27.66,12,({342, 166.5, 0}{324, 187.5, 0})
31.85,59,({342, 166.5, 0}{365.5, 145, 0})
35.02,21,({342, 166.5, 0}{336, 201, 0})
4.27,34,({241, 162.5, 0}{242.5, 158.5, 0})
5.5,37,({241, 162.5, 0}{235.5, 162.5, 0})
5.59,39,({241, 162.5, 0}{235.5, 161.5, 0})
12.01,24,({241, 162.5, 0}{240.5, 174.5, 0})
13.04,25,({241, 162.5, 0}{240, 175.5, 0})
8.32,40,({232.5, 201.5, 0}{228, 208.5, 0})
11.63,38,({232.5, 201.5, 0}{227.5, 191, 0})
14.4,23,({232.5, 201.5, 0}{237.5, 188, 0})
15.52,26,({232.5, 201.5, 0}{236.5, 186.5, 0})
16.35,42,({232.5, 201.5, 0}{226, 216.5, 0})
0,32,({294, 134.5, 0}{294, 134.5, 0})
15.34,19,({294, 134.5, 0}{289, 149, 0})
15.4,44,({294, 134.5, 0}{297.5, 119.5, 0})
18.74,45,({294, 134.5, 0}{307, 121, 0})
19.78,27,({294, 134.5, 0}{275, 140, 0})
0,31,({294, 134.5, 0}{294, 134.5, 0})
15.34,19,({294, 134.5, 0}{289, 149, 0})
15.4,44,({294, 134.5, 0}{297.5, 119.5, 0})
18.74,45,({294, 134.5, 0}{307, 121, 0})
19.78,27,({294, 134.5, 0}{275, 140, 0})
4.72,27,({271, 137.5, 0}{275, 140, 0})
21.36,19,({271, 137.5, 0}{289, 149, 0})
23.19,32,({271, 137.5, 0}{294, 134.5, 0})
23.19,31,({271, 137.5, 0}{294, 134.5, 0})
28.64,56,({271, 137.5, 0}{251, 117, 0})
4.27,29,({242.5, 158.5, 0}{241, 162.5, 0})
7.62,39,({242.5, 158.5, 0}{235.5, 161.5, 0})
8.06,37,({242.5, 158.5, 0}{235.5, 162.5, 0})
11,41,({242.5, 158.5, 0}{242.5, 147.5, 0})
16.12,24,({242.5, 158.5, 0}{240.5, 174.5, 0})
35.63,50,({283.5, 254.5, 0}{248, 257.5, 0})
36.58,11,({283.5, 254.5, 0}{270, 220.5, 0})
44.64,14,({283.5, 254.5, 0}{313, 221, 0})
46.51,6,({283.5, 254.5, 0}{282.5, 208, 0})
47.31,9,({283.5, 254.5, 0}{311, 216, 0})
25.87,14,({330, 240.5, 0}{313, 221, 0})
31,9,({330, 240.5, 0}{311, 216, 0})
37.41,13,({330, 240.5, 0}{324.5, 203.5, 0})
38.5,17,({330, 240.5, 0}{330.5, 202, 0})
39,15,({330, 240.5, 0}{330.5, 201.5, 0})
1,39,({235.5, 162.5, 0}{235.5, 161.5, 0})
5.5,29,({235.5, 162.5, 0}{241, 162.5, 0})
8.06,34,({235.5, 162.5, 0}{242.5, 158.5, 0})
13,24,({235.5, 162.5, 0}{240.5, 174.5, 0})
13.76,25,({235.5, 162.5, 0}{240, 175.5, 0})
10.06,26,({227.5, 191, 0}{236.5, 186.5, 0})
10.44,23,({227.5, 191, 0}{237.5, 188, 0})
11.63,30,({227.5, 191, 0}{232.5, 201.5, 0})
13.65,48,({227.5, 191, 0}{215.5, 197.5, 0})
15.31,49,({227.5, 191, 0}{215.5, 181.5, 0})
1,37,({235.5, 161.5, 0}{235.5, 162.5, 0})
5.59,29,({235.5, 161.5, 0}{241, 162.5, 0})
7.62,34,({235.5, 161.5, 0}{242.5, 158.5, 0})
13.93,24,({235.5, 161.5, 0}{240.5, 174.5, 0})
14.71,25,({235.5, 161.5, 0}{240, 175.5, 0})
8.25,42,({228, 208.5, 0}{226, 216.5, 0})
8.32,30,({228, 208.5, 0}{232.5, 201.5, 0})
16.65,48,({228, 208.5, 0}{215.5, 197.5, 0})
17.51,38,({228, 208.5, 0}{227.5, 191, 0})
18.03,52,({228, 208.5, 0}{215, 221, 0})
11,34,({242.5, 147.5, 0}{242.5, 158.5, 0})
15.07,29,({242.5, 147.5, 0}{241, 162.5, 0})
15.65,39,({242.5, 147.5, 0}{235.5, 161.5, 0})
16.55,37,({242.5, 147.5, 0}{235.5, 162.5, 0})
24.13,55,({242.5, 147.5, 0}{245, 123.5, 0})
8.25,40,({226, 216.5, 0}{228, 208.5, 0})
11.88,52,({226, 216.5, 0}{215, 221, 0})
16.35,30,({226, 216.5, 0}{232.5, 201.5, 0})
21.71,48,({226, 216.5, 0}{215.5, 197.5, 0})
23.44,54,({226, 216.5, 0}{221.5, 239.5, 0})
7.38,47,({316, 125, 0}{309.5, 121.5, 0})
9.85,45,({316, 125, 0}{307, 121, 0})
13.6,53,({316, 125, 0}{308, 114, 0})
19.3,44,({316, 125, 0}{297.5, 119.5, 0})
20.41,61,({316, 125, 0}{333.5, 114.5, 0})
9.62,45,({297.5, 119.5, 0}{307, 121, 0})
10.12,51,({297.5, 119.5, 0}{289, 114, 0})
11.85,53,({297.5, 119.5, 0}{308, 114, 0})
12.17,47,({297.5, 119.5, 0}{309.5, 121.5, 0})
12.26,57,({297.5, 119.5, 0}{295, 107.5, 0})
2.55,47,({307, 121, 0}{309.5, 121.5, 0})
7.07,53,({307, 121, 0}{308, 114, 0})
9.62,44,({307, 121, 0}{297.5, 119.5, 0})
9.85,43,({307, 121, 0}{316, 125, 0})
18.06,57,({307, 121, 0}{295, 107.5, 0})
3.2,49,({217.5, 179, 0}{215.5, 181.5, 0})
15.62,38,({217.5, 179, 0}{227.5, 191, 0})
18.61,48,({217.5, 179, 0}{215.5, 197.5, 0})
20.43,26,({217.5, 179, 0}{236.5, 186.5, 0})
21.93,23,({217.5, 179, 0}{237.5, 188, 0})
2.55,45,({309.5, 121.5, 0}{307, 121, 0})
7.38,43,({309.5, 121.5, 0}{316, 125, 0})
7.65,53,({309.5, 121.5, 0}{308, 114, 0})
12.17,44,({309.5, 121.5, 0}{297.5, 119.5, 0})
20.16,57,({309.5, 121.5, 0}{295, 107.5, 0})
13.65,38,({215.5, 197.5, 0}{227.5, 191, 0})
16,49,({215.5, 197.5, 0}{215.5, 181.5, 0})
16.65,40,({215.5, 197.5, 0}{228, 208.5, 0})
17.46,30,({215.5, 197.5, 0}{232.5, 201.5, 0})
18.61,46,({215.5, 197.5, 0}{217.5, 179, 0})
3.2,46,({215.5, 181.5, 0}{217.5, 179, 0})
15.31,38,({215.5, 181.5, 0}{227.5, 191, 0})
16,48,({215.5, 181.5, 0}{215.5, 197.5, 0})
21.59,26,({215.5, 181.5, 0}{236.5, 186.5, 0})
22.94,23,({215.5, 181.5, 0}{237.5, 188, 0})
32.04,54,({248, 257.5, 0}{221.5, 239.5, 0})
35.63,35,({248, 257.5, 0}{283.5, 254.5, 0})
43.05,11,({248, 257.5, 0}{270, 220.5, 0})
46.53,42,({248, 257.5, 0}{226, 216.5, 0})
47.51,66,({248, 257.5, 0}{207, 233.5, 0})
8.85,57,({289, 114, 0}{295, 107.5, 0})
9.71,58,({289, 114, 0}{287, 104.5, 0})
10.12,44,({289, 114, 0}{297.5, 119.5, 0})
13.12,60,({289, 114, 0}{297.5, 104, 0})
13.51,62,({289, 114, 0}{297.5, 103.5, 0})
11.88,42,({215, 221, 0}{226, 216.5, 0})
14.84,66,({215, 221, 0}{207, 233.5, 0})
18.03,40,({215, 221, 0}{228, 208.5, 0})
19.61,54,({215, 221, 0}{221.5, 239.5, 0})
23.51,48,({215, 221, 0}{215.5, 197.5, 0})
7.07,45,({308, 114, 0}{307, 121, 0})
7.65,47,({308, 114, 0}{309.5, 121.5, 0})
11.85,44,({308, 114, 0}{297.5, 119.5, 0})
13.6,43,({308, 114, 0}{316, 125, 0})
14.5,60,({308, 114, 0}{297.5, 104, 0})
15.69,66,({221.5, 239.5, 0}{207, 233.5, 0})
19.61,52,({221.5, 239.5, 0}{215, 221, 0})
23.44,42,({221.5, 239.5, 0}{226, 216.5, 0})
31.67,40,({221.5, 239.5, 0}{228, 208.5, 0})
32.04,50,({221.5, 239.5, 0}{248, 257.5, 0})
8.85,56,({245, 123.5, 0}{251, 117, 0})
19.42,65,({245, 123.5, 0}{256, 107.5, 0})
21.59,68,({245, 123.5, 0}{224, 128.5, 0})
21.59,67,({245, 123.5, 0}{224, 128.5, 0})
24.13,41,({245, 123.5, 0}{242.5, 147.5, 0})
8.85,55,({251, 117, 0}{245, 123.5, 0})
