Major_dist,Major_link,Major_points
10.74,65,({251, 117, 0}{256, 107.5, 0})
20,64,({251, 117, 0}{267, 105, 0})
28.64,33,({251, 117, 0}{271, 137.5, 0})
29.35,68,({251, 117, 0}{224, 128.5, 0})
4.3,60,({295, 107.5, 0}{297.5, 104, 0})
4.72,62,({295, 107.5, 0}{297.5, 103.5, 0})
8.54,58,({295, 107.5, 0}{287, 104.5, 0})
8.85,51,({295, 107.5, 0}{289, 114, 0})
12.26,44,({295, 107.5, 0}{297.5, 119.5, 0})
8.54,57,({287, 104.5, 0}{295, 107.5, 0})
9.71,51,({287, 104.5, 0}{289, 114, 0})
10.51,60,({287, 104.5, 0}{297.5, 104, 0})
10.55,62,({287, 104.5, 0}{297.5, 103.5, 0})
18.31,44,({287, 104.5, 0}{297.5, 119.5, 0})
31.85,28,({365.5, 145, 0}{342, 166.5, 0})
44.21,61,({365.5, 145, 0}{333.5, 114.5, 0})
45.04,69,({365.5, 145, 0}{383, 186.5, 0})
45.61,63,({365.5, 145, 0}{333, 113, 0})
47.63,22,({365.5, 145, 0}{335.5, 182, 0})
0.5,62,({297.5, 104, 0}{297.5, 103.5, 0})
4.3,57,({297.5, 104, 0}{295, 107.5, 0})
10.51,58,({297.5, 104, 0}{287, 104.5, 0})
13.12,51,({297.5, 104, 0}{289, 114, 0})
14.5,53,({297.5, 104, 0}{308, 114, 0})
1.58,63,({333.5, 114.5, 0}{333, 113, 0})
20.41,43,({333.5, 114.5, 0}{316, 125, 0})
25,47,({333.5, 114.5, 0}{309.5, 121.5, 0})
25.5,53,({333.5, 114.5, 0}{308, 114, 0})
27.29,45,({333.5, 114.5, 0}{307, 121, 0})
0.5,60,({297.5, 103.5, 0}{297.5, 104, 0})
4.72,57,({297.5, 103.5, 0}{295, 107.5, 0})
10.55,58,({297.5, 103.5, 0}{287, 104.5, 0})
13.51,51,({297.5, 103.5, 0}{289, 114, 0})
14.85,53,({297.5, 103.5, 0}{308, 114, 0})
1.58,61,({333, 113, 0}{333.5, 114.5, 0})
20.81,43,({333, 113, 0}{316, 125, 0})
24.99,47,({333, 113, 0}{309.5, 121.5, 0})
25.02,53,({333, 113, 0}{308, 114, 0})
27.2,45,({333, 113, 0}{307, 121, 0})
11.28,65,({267, 105, 0}{256, 107.5, 0})
20,56,({267, 105, 0}{251, 117, 0})
20.01,58,({267, 105, 0}{287, 104.5, 0})
23.77,51,({267, 105, 0}{289, 114, 0})
28.11,57,({267, 105, 0}{295, 107.5, 0})
10.74,56,({256, 107.5, 0}{251, 117, 0})
11.28,64,({256, 107.5, 0}{267, 105, 0})
19.42,55,({256, 107.5, 0}{245, 123.5, 0})
31.14,58,({256, 107.5, 0}{287, 104.5, 0})
33.54,33,({256, 107.5, 0}{271, 137.5, 0})
14.84,52,({207, 233.5, 0}{215, 221, 0})
15.69,54,({207, 233.5, 0}{221.5, 239.5, 0})
25.5,42,({207, 233.5, 0}{226, 216.5, 0})
32.65,40,({207, 233.5, 0}{228, 208.5, 0})
36.99,48,({207, 233.5, 0}{215.5, 197.5, 0})
0,68,({224, 128.5, 0}{224, 128.5, 0})
21.59,55,({224, 128.5, 0}{245, 123.5, 0})
26.52,41,({224, 128.5, 0}{242.5, 147.5, 0})
29.35,56,({224, 128.5, 0}{251, 117, 0})
34.95,39,({224, 128.5, 0}{235.5, 161.5, 0})
0,67,({224, 128.5, 0}{224, 128.5, 0})
21.59,55,({224, 128.5, 0}{245, 123.5, 0})
26.52,41,({224, 128.5, 0}{242.5, 147.5, 0})
29.35,56,({224, 128.5, 0}{251, 117, 0})
34.95,39,({224, 128.5, 0}{235.5, 161.5, 0})
45.04,59,({383, 186.5, 0}{365.5, 145, 0})
45.62,28,({383, 186.5, 0}{342, 166.5, 0})
47.71,22,({383, 186.5, 0}{335.5, 182, 0})
49.19,21,({383, 186.5, 0}{336, 201, 0})
49.54,18,({383, 186.5, 0}{333.5, 188.5, 0})
11.42,2,({298, 201.5, 0}{287.5, 206, 0})
15.04,1,({298, 201.5, 0}{292.5, 187.5, 0})
21.73,3,({298, 201.5, 0}{306.5, 221.5, 0})
30.37,12,({298, 201.5, 0}{281.5, 227, 0})
31.2,5,({298, 201.5, 0}{329, 198, 0})
15.04,0,({292.5, 187.5, 0}{298, 201.5, 0})
19.16,2,({292.5, 187.5, 0}{287.5, 206, 0})
22.83,9,({292.5, 187.5, 0}{281.5, 167.5, 0})
29.6,16,({292.5, 187.5, 0}{269, 169.5, 0})
33.24,17,({292.5, 187.5, 0}{268.5, 164.5, 0})
11.42,0,({287.5, 206, 0}{298, 201.5, 0})
19.16,1,({287.5, 206, 0}{292.5, 187.5, 0})
21.84,12,({287.5, 206, 0}{281.5, 227, 0})
24.52,3,({287.5, 206, 0}{306.5, 221.5, 0})
26.16,15,({287.5, 206, 0}{276, 229.5, 0})
21.73,0,({306.5, 221.5, 0}{298, 201.5, 0})
24.52,2,({306.5, 221.5, 0}{287.5, 206, 0})
25.6,12,({306.5, 221.5, 0}{281.5, 227, 0})
29.15,10,({306.5, 221.5, 0}{333.5, 210.5, 0})
31.53,15,({306.5, 221.5, 0}{276, 229.5, 0})
0.5,5,({329, 197.5, 0}{329, 198, 0})
4.47,6,({329, 197.5, 0}{333, 199.5, 0})
8.32,11,({329, 197.5, 0}{336, 202, 0})
13.76,10,({329, 197.5, 0}{333.5, 210.5, 0})
14.14,7,({329, 197.5, 0}{331, 183.5, 0})
0.5,4,({329, 198, 0}{329, 197.5, 0})
4.27,6,({329, 198, 0}{333, 199.5, 0})
8.06,11,({329, 198, 0}{336, 202, 0})
13.29,10,({329, 198, 0}{333.5, 210.5, 0})
14.64,7,({329, 198, 0}{331, 183.5, 0})
3.91,11,({333, 199.5, 0}{336, 202, 0})
4.27,5,({333, 199.5, 0}{329, 198, 0})
4.47,4,({333, 199.5, 0}{329, 197.5, 0})
11.01,10,({333, 199.5, 0}{333.5, 210.5, 0})
13.12,13,({333, 199.5, 0}{337, 212, 0})
0.5,8,({331, 183.5, 0}{331, 183, 0})
11.77,14,({331, 183.5, 0}{333.5, 172, 0})
14.14,4,({331, 183.5, 0}{329, 197.5, 0})
14.64,5,({331, 183.5, 0}{329, 198, 0})
16.12,6,({331, 183.5, 0}{333, 199.5, 0})
0.5,7,({331, 183, 0}{331, 183.5, 0})
11.28,14,({331, 183, 0}{333.5, 172, 0})
14.64,4,({331, 183, 0}{329, 197.5, 0})
15.13,5,({331, 183, 0}{329, 198, 0})
16.62,6,({331, 183, 0}{333, 199.5, 0})
12.66,16,({281.5, 167.5, 0}{269, 169.5, 0})
13.34,17,({281.5, 167.5, 0}{268.5, 164.5, 0})
21.73,18,({281.5, 167.5, 0}{290, 147.5, 0})
22.14,19,({281.5, 167.5, 0}{288.5, 146.5, 0})
22.83,1,({281.5, 167.5, 0}{292.5, 187.5, 0})
3.81,13,({333.5, 210.5, 0}{337, 212, 0})
8.86,11,({333.5, 210.5, 0}{336, 202, 0})
11.01,6,({333.5, 210.5, 0}{333, 199.5, 0})
13.29,5,({333.5, 210.5, 0}{329, 198, 0})
13.76,4,({333.5, 210.5, 0}{329, 197.5, 0})
3.91,6,({336, 202, 0}{333, 199.5, 0})
8.06,5,({336, 202, 0}{329, 198, 0})
8.32,4,({336, 202, 0}{329, 197.5, 0})
8.86,10,({336, 202, 0}{333.5, 210.5, 0})
10.05,13,({336, 202, 0}{337, 212, 0})
6.04,15,({281.5, 227, 0}{276, 229.5, 0})
21.84,2,({281.5, 227, 0}{287.5, 206, 0})
23.52,20,({281.5, 227, 0}{258, 228, 0})
25.6,3,({281.5, 227, 0}{306.5, 221.5, 0})
30.37,0,({281.5, 227, 0}{298, 201.5, 0})
3.81,10,({337, 212, 0}{333.5, 210.5, 0})
10.05,11,({337, 212, 0}{336, 202, 0})
13.12,6,({337, 212, 0}{333, 199.5, 0})
16.12,5,({337, 212, 0}{329, 198, 0})
16.56,4,({337, 212, 0}{329, 197.5, 0})
11.28,8,({333.5, 172, 0}{331, 183, 0})
11.77,7,({333.5, 172, 0}{331, 183.5, 0})
25.89,4,({333.5, 172, 0}{329, 197.5, 0})
26.39,5,({333.5, 172, 0}{329, 198, 0})
27.5,6,({333.5, 172, 0}{333, 199.5, 0})
6.04,12,({276, 229.5, 0}{281.5, 227, 0})
18.06,20,({276, 229.5, 0}{258, 228, 0})
26.16,2,({276, 229.5, 0}{287.5, 206, 0})
31.53,3,({276, 229.5, 0}{306.5, 221.5, 0})
35.61,0,({276, 229.5, 0}{298, 201.5, 0})
5.02,17,({269, 169.5, 0}{268.5, 164.5, 0})
12.66,9,({269, 169.5, 0}{281.5, 167.5, 0})
20.89,21,({269, 169.5, 0}{248.5, 173.5, 0})
21.38,22,({269, 169.5, 0}{248, 173.5, 0})
29.6,1,({269, 169.5, 0}{292.5, 187.5, 0})
5.02,16,({268.5, 164.5, 0}{269, 169.5, 0})
13.34,9,({268.5, 164.5, 0}{281.5, 167.5, 0})
21.93,21,({268.5, 164.5, 0}{248.5, 173.5, 0})
22.39,22,({268.5, 164.5, 0}{248, 173.5, 0})
26.91,19,({268.5, 164.5, 0}{288.5, 146.5, 0})
1.8,19,({290, 147.5, 0}{288.5, 146.5, 0})
12.38,25,({290, 147.5, 0}{281.5, 138.5, 0})
15,24,({290, 147.5, 0}{299, 135.5, 0})
21.73,9,({290, 147.5, 0}{281.5, 167.5, 0})
27.41,17,({290, 147.5, 0}{268.5, 164.5, 0})
1.8,18,({288.5, 146.5, 0}{290, 147.5, 0})
10.63,25,({288.5, 146.5, 0}{281.5, 138.5, 0})
15.21,24,({288.5, 146.5, 0}{299, 135.5, 0})
22.14,9,({288.5, 146.5, 0}{281.5, 167.5, 0})
26.91,17,({288.5, 146.5, 0}{268.5, 164.5, 0})
18.06,15,({258, 228, 0}{276, 229.5, 0})
22.14,27,({258, 228, 0}{238, 218.5, 0})
23.52,12,({258, 228, 0}{281.5, 227, 0})
36.21,31,({258, 228, 0}{228.5, 207, 0})
36.8,2,({258, 228, 0}{287.5, 206, 0})
0.5,22,({248.5, 173.5, 0}{248, 173.5, 0})
13.89,23,({248.5, 173.5, 0}{241.5, 185.5, 0})
14.21,26,({248.5, 173.5, 0}{239.5, 184.5, 0})
17.68,28,({248.5, 173.5, 0}{233, 182, 0})
20.89,16,({248.5, 173.5, 0}{269, 169.5, 0})
0.5,21,({248, 173.5, 0}{248.5, 173.5, 0})
13.65,23,({248, 173.5, 0}{241.5, 185.5, 0})
13.9,26,({248, 173.5, 0}{239.5, 184.5, 0})
17.24,28,({248, 173.5, 0}{233, 182, 0})
21.27,33,({248, 173.5, 0}{237.5, 155, 0})
2.24,26,({241.5, 185.5, 0}{239.5, 184.5, 0})
9.19,28,({241.5, 185.5, 0}{233, 182, 0})
13.65,22,({241.5, 185.5, 0}{248, 173.5, 0})
13.89,21,({241.5, 185.5, 0}{248.5, 173.5, 0})
15.21,30,({241.5, 185.5, 0}{228, 192.5, 0})
15,18,({299, 135.5, 0}{290, 147.5, 0})
15.21,19,({299, 135.5, 0}{288.5, 146.5, 0})
17.76,25,({299, 135.5, 0}{281.5, 138.5, 0})
18.85,37,({299, 135.5, 0}{292, 118, 0})
19.46,38,({299, 135.5, 0}{290.5, 118, 0})
10.63,19,({281.5, 138.5, 0}{288.5, 146.5, 0})
12.38,18,({281.5, 138.5, 0}{290, 147.5, 0})
17.76,24,({281.5, 138.5, 0}{299, 135.5, 0})
21.69,36,({281.5, 138.5, 0}{262, 129, 0})
22.39,38,({281.5, 138.5, 0}{290.5, 118, 0})
2.24,23,({239.5, 184.5, 0}{241.5, 185.5, 0})
6.96,28,({239.5, 184.5, 0}{233, 182, 0})
13.9,22,({239.5, 184.5, 0}{248, 173.5, 0})
14.01,30,({239.5, 184.5, 0}{228, 192.5, 0})
14.21,21,({239.5, 184.5, 0}{248.5, 173.5, 0})
14.92,31,({238, 218.5, 0}{228.5, 207, 0})
22.14,20,({238, 218.5, 0}{258, 228, 0})
24.4,48,({238, 218.5, 0}{220.5, 235.5, 0})
24.75,50,({238, 218.5, 0}{220.5, 236, 0})
26.28,29,({238, 218.5, 0}{228.5, 194, 0})
6.96,26,({233, 182, 0}{239.5, 184.5, 0})
9.19,23,({233, 182, 0}{241.5, 185.5, 0})
11.63,30,({233, 182, 0}{228, 192.5, 0})
12.82,29,({233, 182, 0}{228.5, 194, 0})
17.24,22,({233, 182, 0}{248, 173.5, 0})
1.58,30,({228.5, 194, 0}{228, 192.5, 0})
12.82,28,({228.5, 194, 0}{233, 182, 0})
13,31,({228.5, 194, 0}{228.5, 207, 0})
14.53,26,({228.5, 194, 0}{239.5, 184.5, 0})
15.53,23,({228.5, 194, 0}{241.5, 185.5, 0})
1.58,29,({228, 192.5, 0}{228.5, 194, 0})
11.63,28,({228, 192.5, 0}{233, 182, 0})
14.01,26,({228, 192.5, 0}{239.5, 184.5, 0})
14.51,31,({228, 192.5, 0}{228.5, 207, 0})
15.21,23,({228, 192.5, 0}{241.5, 185.5, 0})
13,29,({228.5, 207, 0}{228.5, 194, 0})
14.51,30,({228.5, 207, 0}{228, 192.5, 0})
14.92,27,({228.5, 207, 0}{238, 218.5, 0})
19.04,56,({228.5, 207, 0}{210, 202.5, 0})
25.04,26,({228.5, 207, 0}{239.5, 184.5, 0})
5.7,34,({336, 131, 0}{341.5, 132.5, 0})
21.84,57,({336, 131, 0}{330, 110, 0})
33.09,41,({336, 131, 0}{365.5, 146, 0})
37.27,24,({336, 131, 0}{299, 135.5, 0})
39.94,47,({336, 131, 0}{303, 108.5, 0})
1.41,35,({237.5, 155, 0}{236.5, 154, 0})
6.04,39,({237.5, 155, 0}{232, 152.5, 0})
21.27,22,({237.5, 155, 0}{248, 173.5, 0})
21.52,21,({237.5, 155, 0}{248.5, 173.5, 0})
27.37,28,({237.5, 155, 0}{233, 182, 0})
5.7,32,({341.5, 132.5, 0}{336, 131, 0})
25.27,57,({341.5, 132.5, 0}{330, 110, 0})
27.54,41,({341.5, 132.5, 0}{365.5, 146, 0})
40.3,14,({341.5, 132.5, 0}{333.5, 172, 0})
42.61,24,({341.5, 132.5, 0}{299, 135.5, 0})
1.41,33,({236.5, 154, 0}{237.5, 155, 0})
4.74,39,({236.5, 154, 0}{232, 152.5, 0})
22.64,22,({236.5, 154, 0}{248, 173.5, 0})
22.9,21,({236.5, 154, 0}{248.5, 173.5, 0})
28.22,28,({236.5, 154, 0}{233, 182, 0})
19.01,60,({262, 129, 0}{262.5, 110, 0})
19.01,59,({262, 129, 0}{262.5, 110, 0})
20.16,45,({262, 129, 0}{276, 114.5, 0})
21.69,25,({262, 129, 0}{281.5, 138.5, 0})
30.55,38,({262, 129, 0}{290.5, 118, 0})
1.5,38,({292, 118, 0}{290.5, 118, 0})
4.95,40,({292, 118, 0}{295.5, 114.5, 0})
7.5,42,({292, 118, 0}{298, 113.5, 0})
14.53,47,({292, 118, 0}{303, 108.5, 0})
14.53,46,({292, 118, 0}{303, 108.5, 0})
1.5,37,({290.5, 118, 0}{292, 118, 0})
6.1,40,({290.5, 118, 0}{295.5, 114.5, 0})
8.75,42,({290.5, 118, 0}{298, 113.5, 0})
14.92,45,({290.5, 118, 0}{276, 114.5, 0})
15.7,47,({290.5, 118, 0}{303, 108.5, 0})
4.74,35,({232, 152.5, 0}{236.5, 154, 0})
6.04,33,({232, 152.5, 0}{237.5, 155, 0})
26.4,22,({232, 152.5, 0}{248, 173.5, 0})
26.71,21,({232, 152.5, 0}{248.5, 173.5, 0})
29.52,28,({232, 152.5, 0}{233, 182, 0})
2.69,42,({295.5, 114.5, 0}{298, 113.5, 0})
4.95,37,({295.5, 114.5, 0}{292, 118, 0})
6.1,38,({295.5, 114.5, 0}{290.5, 118, 0})
9.6,47,({295.5, 114.5, 0}{303, 108.5, 0})
9.6,46,({295.5, 114.5, 0}{303, 108.5, 0})
27.54,34,({365.5, 146, 0}{341.5, 132.5, 0})
33.09,32,({365.5, 146, 0}{336, 131, 0})
41.23,14,({365.5, 146, 0}{333.5, 172, 0})
44.12,43,({365.5, 146, 0}{383, 186.5, 0})
45.53,51,({365.5, 146, 0}{389, 185, 0})
2.69,40,({298, 113.5, 0}{295.5, 114.5, 0})
7.07,47,({298, 113.5, 0}{303, 108.5, 0})
7.07,46,({298, 113.5, 0}{303, 108.5, 0})
7.5,37,({298, 113.5, 0}{292, 118, 0})
8.75,38,({298, 113.5, 0}{290.5, 118, 0})
6.18,51,({383, 186.5, 0}{389, 185, 0})
44.12,41,({383, 186.5, 0}{365.5, 146, 0})
49.49,11,({383, 186.5, 0}{336, 202, 0})
51.58,14,({383, 186.5, 0}{333.5, 172, 0})
51.66,6,({383, 186.5, 0}{333, 199.5, 0})
4.95,52,({365.5, 250, 0}{369, 253.5, 0})
5.7,55,({365.5, 250, 0}{369, 254.5, 0})
13.58,61,({365.5, 250, 0}{379, 251.5, 0})
13.93,54,({365.5, 250, 0}{360.5, 263, 0})
13.93,53,({365.5, 250, 0}{360.5, 263, 0})
14.23,60,({276, 114.5, 0}{262.5, 110, 0})
14.23,59,({276, 114.5, 0}{262.5, 110, 0})
14.92,38,({276, 114.5, 0}{290.5, 118, 0})
16.38,37,({276, 114.5, 0}{292, 118, 0})
19.5,40,({276, 114.5, 0}{295.5, 114.5, 0})
0,47,({303, 108.5, 0}{303, 108.5, 0})
7.07,42,({303, 108.5, 0}{298, 113.5, 0})
9.6,40,({303, 108.5, 0}{295.5, 114.5, 0})
14.53,37,({303, 108.5, 0}{292, 118, 0})
15.7,38,({303, 108.5, 0}{290.5, 118, 0})
0,46,({303, 108.5, 0}{303, 108.5, 0})
7.07,42,({303, 108.5, 0}{298, 113.5, 0})
9.6,40,({303, 108.5, 0}{295.5, 114.5, 0})
14.53,37,({303, 108.5, 0}{292, 118, 0})
15.7,38,({303, 108.5, 0}{290.5, 118, 0})
0.5,50,({220.5, 235.5, 0}{220.5, 236, 0})
24.4,27,({220.5, 235.5, 0}{238, 218.5, 0})
29.6,31,({220.5, 235.5, 0}{228.5, 207, 0})
34.63,56,({220.5, 235.5, 0}{210, 202.5, 0})
38.24,20,({220.5, 235.5, 0}{258, 228, 0})
28.26,62,({309.5, 285, 0}{282, 291.5, 0})
55.54,54,({309.5, 285, 0}{360.5, 263, 0})
55.54,53,({309.5, 285, 0}{360.5, 263, 0})
63.57,3,({309.5, 285, 0}{306.5, 221.5, 0})
64.4,12,({309.5, 285, 0}{281.5, 227, 0})
0.5,48,({220.5, 236, 0}{220.5, 235.5, 0})
24.75,27,({220.5, 236, 0}{238, 218.5, 0})
30.08,31,({220.5, 236, 0}{228.5, 207, 0})
35.11,56,({220.5, 236, 0}{210, 202.5, 0})
38.34,20,({220.5, 236, 0}{258, 228, 0})
6.18,43,({389, 185, 0}{383, 186.5, 0})
45.53,41,({389, 185, 0}{365.5, 146, 0})
55.66,11,({389, 185, 0}{336, 202, 0})
56,58,({389, 185, 0}{381.5, 240.5, 0})
57,14,({389, 185, 0}{333.5, 172, 0})
1,55,({369, 253.5, 0}{369, 254.5, 0})
4.95,44,({369, 253.5, 0}{365.5, 250, 0})
10.2,61,({369, 253.5, 0}{379, 251.5, 0})
12.75,54,({369, 253.5, 0}{360.5, 263, 0})
12.75,53,({369, 253.5, 0}{360.5, 263, 0})
0,54,({360.5, 263, 0}{360.5, 263, 0})
12.02,55,({360.5, 263, 0}{369, 254.5, 0})
12.75,52,({360.5, 263, 0}{369, 253.5, 0})
13.93,44,({360.5, 263, 0}{365.5, 250, 0})
21.78,61,({360.5, 263, 0}{379, 251.5, 0})
0,53,({360.5, 263, 0}{360.5, 263, 0})
12.02,55,({360.5, 263, 0}{369, 254.5, 0})
12.75,52,({360.5, 263, 0}{369, 253.5, 0})
13.93,44,({360.5, 263, 0}{365.5, 250, 0})
21.78,61,({360.5, 263, 0}{379, 251.5, 0})
1,52,({369, 254.5, 0}{369, 253.5, 0})
5.7,44,({369, 254.5, 0}{365.5, 250, 0})
10.44,61,({369, 254.5, 0}{379, 251.5, 0})
12.02,54,({369, 254.5, 0}{360.5, 263, 0})
12.02,53,({369, 254.5, 0}{360.5, 263, 0})
19.04,31,({210, 202.5, 0}{228.5, 207, 0})
20.36,29,({210, 202.5, 0}{228.5, 194, 0})
20.59,30,({210, 202.5, 0}{228, 192.5, 0})
30.81,28,({210, 202.5, 0}{233, 182, 0})
32.25,27,({210, 202.5, 0}{238, 218.5, 0})
21.84,32,({330, 110, 0}{336, 131, 0})
25.27,34,({330, 110, 0}{341.5, 132.5, 0})
27.04,47,({330, 110, 0}{303, 108.5, 0})
27.04,46,({330, 110, 0}{303, 108.5, 0})
32.19,42,({330, 110, 0}{298, 113.5, 0})
11.28,61,({381.5, 240.5, 0}{379, 251.5, 0})
18.03,52,({381.5, 240.5, 0}{369, 253.5, 0})
18.61,44,({381.5, 240.5, 0}{365.5, 250, 0})
18.77,55,({381.5, 240.5, 0}{369, 254.5, 0})
30.78,54,({381.5, 240.5, 0}{360.5, 263, 0})
0,60,({262.5, 110, 0}{262.5, 110, 0})
14.23,45,({262.5, 110, 0}{276, 114.5, 0})
19.01,36,({262.5, 110, 0}{262, 129, 0})
29.12,38,({262.5, 110, 0}{290.5, 118, 0})
30.57,37,({262.5, 110, 0}{292, 118, 0})
0,59,({262.5, 110, 0}{262.5, 110, 0})
14.23,45,({262.5, 110, 0}{276, 114.5, 0})
19.01,36,({262.5, 110, 0}{262, 129, 0})
29.12,38,({262.5, 110, 0}{290.5, 118, 0})
30.57,37,({262.5, 110, 0}{292, 118, 0})
10.2,52,({379, 251.5, 0}{369, 253.5, 0})
10.44,55,({379, 251.5, 0}{369, 254.5, 0})
11.28,58,({379, 251.5, 0}{381.5, 240.5, 0})
13.58,44,({379, 251.5, 0}{365.5, 250, 0})
21.78,54,({379, 251.5, 0}{360.5, 263, 0})
28.26,49,({282, 291.5, 0}{309.5, 285, 0})
62.29,15,({282, 291.5, 0}{276, 229.5, 0})
64.5,12,({282, 291.5, 0}{281.5, 227, 0})
67.88,20,({282, 291.5, 0}{258, 228, 0})
74.16,3,({282, 291.5, 0}{306.5, 221.5, 0})
1.41,2,({283, 177, 0}{282, 176, 0})
16.01,4,({283, 177, 0}{298.5, 173, 0})
16.14,5,({283, 177, 0}{298.5, 172.5, 0})
18.06,8,({283, 177, 0}{269.5, 165, 0})
22.73,1,({283, 177, 0}{300.5, 191.5, 0})
9.18,3,({300.5, 191.5, 0}{305, 183.5, 0})
18.61,4,({300.5, 191.5, 0}{298.5, 173, 0})
19.1,5,({300.5, 191.5, 0}{298.5, 172.5, 0})
22.05,6,({300.5, 191.5, 0}{282, 203.5, 0})
22.73,0,({300.5, 191.5, 0}{283, 177, 0})
1.41,0,({282, 176, 0}{283, 177, 0})
16.65,8,({282, 176, 0}{269.5, 165, 0})
16.77,4,({282, 176, 0}{298.5, 173, 0})
16.87,5,({282, 176, 0}{298.5, 172.5, 0})
23.58,12,({282, 176, 0}{262, 163.5, 0})
9.18,1,({305, 183.5, 0}{300.5, 191.5, 0})
12.35,4,({305, 183.5, 0}{298.5, 173, 0})
12.78,5,({305, 183.5, 0}{298.5, 172.5, 0})
22.66,17,({305, 183.5, 0}{326, 175, 0})
22.94,0,({305, 183.5, 0}{283, 177, 0})
0.5,5,({298.5, 173, 0}{298.5, 172.5, 0})
12.35,3,({298.5, 173, 0}{305, 183.5, 0})
16.01,0,({298.5, 173, 0}{283, 177, 0})
16.77,2,({298.5, 173, 0}{282, 176, 0})
18.61,1,({298.5, 173, 0}{300.5, 191.5, 0})
0.5,4,({298.5, 172.5, 0}{298.5, 173, 0})
12.78,3,({298.5, 172.5, 0}{305, 183.5, 0})
16.14,0,({298.5, 172.5, 0}{283, 177, 0})
16.87,2,({298.5, 172.5, 0}{282, 176, 0})
19.1,1,({298.5, 172.5, 0}{300.5, 191.5, 0})
14.33,7,({282, 203.5, 0}{269.5, 196.5, 0})
22.05,1,({282, 203.5, 0}{300.5, 191.5, 0})
22.77,16,({282, 203.5, 0}{285.5, 226, 0})
24.38,18,({282, 203.5, 0}{270.5, 225, 0})
25.74,9,({282, 203.5, 0}{305.5, 214, 0})
14.33,6,({269.5, 196.5, 0}{282, 203.5, 0})
17.09,11,({269.5, 196.5, 0}{253.5, 190.5, 0})
23.72,0,({269.5, 196.5, 0}{283, 177, 0})
24.01,2,({269.5, 196.5, 0}{282, 176, 0})
28.52,18,({269.5, 196.5, 0}{270.5, 225, 0})
7.38,13,({269.5, 165, 0}{263, 161.5, 0})
7.65,12,({269.5, 165, 0}{262, 163.5, 0})
8.85,14,({269.5, 165, 0}{263, 159, 0})
9.19,15,({269.5, 165, 0}{263, 158.5, 0})
16.65,2,({269.5, 165, 0}{282, 176, 0})
23.05,1,({305.5, 214, 0}{300.5, 191.5, 0})
23.32,16,({305.5, 214, 0}{285.5, 226, 0})
25.74,6,({305.5, 214, 0}{282, 203.5, 0})
28.54,28,({305.5, 214, 0}{333.5, 208.5, 0})
30.5,3,({305.5, 214, 0}{305, 183.5, 0})
16.64,29,({295, 152.5, 0}{304, 138.5, 0})
16.98,20,({295, 152.5, 0}{311.5, 148.5, 0})
17.5,30,({295, 152.5, 0}{305.5, 138.5, 0})
19.81,21,({295, 152.5, 0}{314.5, 149, 0})
20.3,5,({295, 152.5, 0}{298.5, 172.5, 0})
12.02,25,({253.5, 190.5, 0}{242, 187, 0})
12.26,27,({253.5, 190.5, 0}{241.5, 188, 0})
15.51,19,({253.5, 190.5, 0}{248, 176, 0})
17.09,7,({253.5, 190.5, 0}{269.5, 196.5, 0})
26.48,22,({253.5, 190.5, 0}{248.5, 164.5, 0})
2.24,13,({262, 163.5, 0}{263, 161.5, 0})
4.61,14,({262, 163.5, 0}{263, 159, 0})
5.1,15,({262, 163.5, 0}{263, 158.5, 0})
7.65,8,({262, 163.5, 0}{269.5, 165, 0})
13,23,({262, 163.5, 0}{249, 163.5, 0})
2.24,12,({263, 161.5, 0}{262, 163.5, 0})
2.5,14,({263, 161.5, 0}{263, 159, 0})
3,15,({263, 161.5, 0}{263, 158.5, 0})
7.38,8,({263, 161.5, 0}{269.5, 165, 0})
14.14,23,({263, 161.5, 0}{249, 163.5, 0})
0.5,15,({263, 159, 0}{263, 158.5, 0})
2.5,13,({263, 159, 0}{263, 161.5, 0})
4.61,12,({263, 159, 0}{262, 163.5, 0})
8.85,8,({263, 159, 0}{269.5, 165, 0})
14.71,23,({263, 159, 0}{249, 163.5, 0})
0.5,14,({263, 158.5, 0}{263, 159, 0})
3,13,({263, 158.5, 0}{263, 161.5, 0})
5.1,12,({263, 158.5, 0}{262, 163.5, 0})
9.19,8,({263, 158.5, 0}{269.5, 165, 0})
14.87,23,({263, 158.5, 0}{249, 163.5, 0})
15.03,18,({285.5, 226, 0}{270.5, 225, 0})
22.77,6,({285.5, 226, 0}{282, 203.5, 0})
23.32,9,({285.5, 226, 0}{305.5, 214, 0})
31.89,39,({285.5, 226, 0}{306.5, 250, 0})
33.56,7,({285.5, 226, 0}{269.5, 196.5, 0})
18.44,33,({326, 175, 0}{338, 161, 0})
22.66,3,({326, 175, 0}{305, 183.5, 0})
22.94,24,({326, 175, 0}{334, 196.5, 0})
23.12,26,({326, 175, 0}{334.5, 196.5, 0})
27.57,4,({326, 175, 0}{298.5, 173, 0})
15.03,16,({270.5, 225, 0}{285.5, 226, 0})
24.38,6,({270.5, 225, 0}{282, 203.5, 0})
28.52,7,({270.5, 225, 0}{269.5, 196.5, 0})
36.69,9,({270.5, 225, 0}{305.5, 214, 0})
38.46,11,({270.5, 225, 0}{253.5, 190.5, 0})
11.51,22,({248, 176, 0}{248.5, 164.5, 0})
12.53,25,({248, 176, 0}{242, 187, 0})
12.54,23,({248, 176, 0}{249, 163.5, 0})
