Minor_dist,Minor_link,Minor_points
50.21,13,({354.5, 221.5, 0}{323.5, 261, 0})
7.62,10,({270.5, 247, 0}{273.5, 240, 0})
16.12,9,({270.5, 247, 0}{284.5, 239, 0})
41.11,17,({270.5, 247, 0}{301.5, 274, 0})
42.01,16,({270.5, 247, 0}{303.5, 273, 0})
49.11,0,({270.5, 247, 0}{299, 207, 0})
23.32,16,({323.5, 261, 0}{303.5, 273, 0})
25.55,17,({323.5, 261, 0}{301.5, 274, 0})
35.65,8,({323.5, 261, 0}{337, 228, 0})
35.65,7,({323.5, 261, 0}{337, 228, 0})
40.61,3,({323.5, 261, 0}{316.5, 221, 0})
60.07,2,({222.5, 182, 0}{282.5, 185, 0})
61.6,1,({222.5, 182, 0}{284, 185.5, 0})
73.57,6,({222.5, 182, 0}{288.5, 149.5, 0})
77.23,10,({222.5, 182, 0}{273.5, 240, 0})
80.48,0,({222.5, 182, 0}{299, 207, 0})
37.57,6,({271.5, 116, 0}{288.5, 149.5, 0})
69.87,2,({271.5, 116, 0}{282.5, 185, 0})
70.62,1,({271.5, 116, 0}{284, 185.5, 0})
82.2,14,({271.5, 116, 0}{222.5, 182, 0})
85.28,5,({271.5, 116, 0}{337.5, 170, 0})
2.24,17,({303.5, 273, 0}{301.5, 274, 0})
23.32,13,({303.5, 273, 0}{323.5, 261, 0})
38.95,9,({303.5, 273, 0}{284.5, 239, 0})
42.01,12,({303.5, 273, 0}{270.5, 247, 0})
44.6,10,({303.5, 273, 0}{273.5, 240, 0})
2.24,16,({301.5, 274, 0}{303.5, 273, 0})
25.55,13,({301.5, 274, 0}{323.5, 261, 0})
38.91,9,({301.5, 274, 0}{284.5, 239, 0})
41.11,12,({301.5, 274, 0}{270.5, 247, 0})
44.05,10,({301.5, 274, 0}{273.5, 240, 0})
2.55,1,({281.5, 185.5, 0}{281, 188, 0})
23.51,6,({281.5, 185.5, 0}{260, 195, 0})
42.54,10,({281.5, 185.5, 0}{260.5, 222.5, 0})
42.54,9,({281.5, 185.5, 0}{260.5, 222.5, 0})
49.4,5,({281.5, 185.5, 0}{307.5, 227.5, 0})
2.55,0,({281, 188, 0}{281.5, 185.5, 0})
22.14,6,({281, 188, 0}{260, 195, 0})
40.13,10,({281, 188, 0}{260.5, 222.5, 0})
40.13,9,({281, 188, 0}{260.5, 222.5, 0})
47.57,5,({281, 188, 0}{307.5, 227.5, 0})
5.7,3,({325.5, 212, 0}{322, 216.5, 0})
17,4,({325.5, 212, 0}{340.5, 204, 0})
19.14,7,({325.5, 212, 0}{336, 228, 0})
19.56,8,({325.5, 212, 0}{336, 228.5, 0})
23.75,5,({325.5, 212, 0}{307.5, 227.5, 0})
5.7,2,({322, 216.5, 0}{325.5, 212, 0})
18.12,7,({322, 216.5, 0}{336, 228, 0})
18.2,5,({322, 216.5, 0}{307.5, 227.5, 0})
18.44,8,({322, 216.5, 0}{336, 228.5, 0})
22.33,4,({322, 216.5, 0}{340.5, 204, 0})
17,2,({340.5, 204, 0}{325.5, 212, 0})
22.33,3,({340.5, 204, 0}{322, 216.5, 0})
24.42,7,({340.5, 204, 0}{336, 228, 0})
24.91,8,({340.5, 204, 0}{336, 228.5, 0})
40.51,5,({340.5, 204, 0}{307.5, 227.5, 0})
18.2,3,({307.5, 227.5, 0}{322, 216.5, 0})
23.75,2,({307.5, 227.5, 0}{325.5, 212, 0})
28.5,7,({307.5, 227.5, 0}{336, 228, 0})
28.52,8,({307.5, 227.5, 0}{336, 228.5, 0})
36.5,13,({307.5, 227.5, 0}{322, 261, 0})
22.14,1,({260, 195, 0}{281, 188, 0})
23.51,0,({260, 195, 0}{281.5, 185.5, 0})
27.06,12,({260, 195, 0}{235.5, 206.5, 0})
27.5,10,({260, 195, 0}{260.5, 222.5, 0})
27.5,9,({260, 195, 0}{260.5, 222.5, 0})
0.5,8,({336, 228, 0}{336, 228.5, 0})
18.12,3,({336, 228, 0}{322, 216.5, 0})
19.14,2,({336, 228, 0}{325.5, 212, 0})
24.42,4,({336, 228, 0}{340.5, 204, 0})
28.5,5,({336, 228, 0}{307.5, 227.5, 0})
0.5,7,({336, 228.5, 0}{336, 228, 0})
18.44,3,({336, 228.5, 0}{322, 216.5, 0})
19.56,2,({336, 228.5, 0}{325.5, 212, 0})
24.91,4,({336, 228.5, 0}{340.5, 204, 0})
28.52,5,({336, 228.5, 0}{307.5, 227.5, 0})
0,10,({260.5, 222.5, 0}{260.5, 222.5, 0})
27.5,6,({260.5, 222.5, 0}{260, 195, 0})
29.68,12,({260.5, 222.5, 0}{235.5, 206.5, 0})
40.13,1,({260.5, 222.5, 0}{281, 188, 0})
42.5,20,({260.5, 222.5, 0}{254, 264.5, 0})
0,9,({260.5, 222.5, 0}{260.5, 222.5, 0})
27.5,6,({260.5, 222.5, 0}{260, 195, 0})
29.68,12,({260.5, 222.5, 0}{235.5, 206.5, 0})
40.13,1,({260.5, 222.5, 0}{281, 188, 0})
42.5,20,({260.5, 222.5, 0}{254, 264.5, 0})
37.42,15,({347.5, 139, 0}{333, 104.5, 0})
42.17,18,({347.5, 139, 0}{389, 146.5, 0})
53.85,23,({347.5, 139, 0}{327.5, 89, 0})
65.38,4,({347.5, 139, 0}{340.5, 204, 0})
76.24,2,({347.5, 139, 0}{325.5, 212, 0})
22.59,22,({235.5, 206.5, 0}{213, 208.5, 0})
26.62,24,({235.5, 206.5, 0}{209, 209, 0})
27.06,6,({235.5, 206.5, 0}{260, 195, 0})
29.68,10,({235.5, 206.5, 0}{260.5, 222.5, 0})
29.68,9,({235.5, 206.5, 0}{260.5, 222.5, 0})
23.32,16,({322, 261, 0}{302, 273, 0})
23.75,17,({322, 261, 0}{301.5, 273, 0})
35.39,8,({322, 261, 0}{336, 228.5, 0})
35.85,7,({322, 261, 0}{336, 228, 0})
36.5,5,({322, 261, 0}{307.5, 227.5, 0})
65.25,15,({269.5, 119.5, 0}{333, 104.5, 0})
65.53,23,({269.5, 119.5, 0}{327.5, 89, 0})
67.08,0,({269.5, 119.5, 0}{281.5, 185.5, 0})
69.46,1,({269.5, 119.5, 0}{281, 188, 0})
76.1,6,({269.5, 119.5, 0}{260, 195, 0})
16.45,23,({333, 104.5, 0}{327.5, 89, 0})
37.42,11,({333, 104.5, 0}{347.5, 139, 0})
65.25,14,({333, 104.5, 0}{269.5, 119.5, 0})
70,18,({333, 104.5, 0}{389, 146.5, 0})
95.99,0,({333, 104.5, 0}{281.5, 185.5, 0})
0.5,17,({302, 273, 0}{301.5, 273, 0})
23.32,13,({302, 273, 0}{322, 261, 0})
45.83,5,({302, 273, 0}{307.5, 227.5, 0})
48.75,20,({302, 273, 0}{254, 264.5, 0})
56,8,({302, 273, 0}{336, 228.5, 0})
0.5,16,({301.5, 273, 0}{302, 273, 0})
23.75,13,({301.5, 273, 0}{322, 261, 0})
45.89,5,({301.5, 273, 0}{307.5, 227.5, 0})
48.25,20,({301.5, 273, 0}{254, 264.5, 0})
56.31,8,({301.5, 273, 0}{336, 228.5, 0})
42.17,11,({389, 146.5, 0}{347.5, 139, 0})
70,15,({389, 146.5, 0}{333, 104.5, 0})
75.22,4,({389, 146.5, 0}{340.5, 204, 0})
84.19,23,({389, 146.5, 0}{327.5, 89, 0})
91.23,2,({389, 146.5, 0}{325.5, 212, 0})
10,21,({371, 255, 0}{365, 263, 0})
43.9,8,({371, 255, 0}{336, 228.5, 0})
44.2,7,({371, 255, 0}{336, 228, 0})
49.37,13,({371, 255, 0}{322, 261, 0})
59.42,4,({371, 255, 0}{340.5, 204, 0})
42.5,10,({254, 264.5, 0}{260.5, 222.5, 0})
42.5,9,({254, 264.5, 0}{260.5, 222.5, 0})
48.25,17,({254, 264.5, 0}{301.5, 273, 0})
48.75,16,({254, 264.5, 0}{302, 273, 0})
60.88,12,({254, 264.5, 0}{235.5, 206.5, 0})
10,19,({365, 263, 0}{371, 255, 0})
43.05,13,({365, 263, 0}{322, 261, 0})
45.07,8,({365, 263, 0}{336, 228.5, 0})
45.45,7,({365, 263, 0}{336, 228, 0})
63.33,3,({365, 263, 0}{322, 216.5, 0})
4.03,24,({213, 208.5, 0}{209, 209, 0})
22.59,12,({213, 208.5, 0}{235.5, 206.5, 0})
48.9,6,({213, 208.5, 0}{260, 195, 0})
49.52,10,({213, 208.5, 0}{260.5, 222.5, 0})
49.52,9,({213, 208.5, 0}{260.5, 222.5, 0})
16.45,15,({327.5, 89, 0}{333, 104.5, 0})
53.85,11,({327.5, 89, 0}{347.5, 139, 0})
65.53,14,({327.5, 89, 0}{269.5, 119.5, 0})
84.19,18,({327.5, 89, 0}{389, 146.5, 0})
106.9,0,({327.5, 89, 0}{281.5, 185.5, 0})
4.03,22,({209, 209, 0}{213, 208.5, 0})
26.62,12,({209, 209, 0}{235.5, 206.5, 0})
52.89,6,({209, 209, 0}{260, 195, 0})
53.24,10,({209, 209, 0}{260.5, 222.5, 0})
53.24,9,({209, 209, 0}{260.5, 222.5, 0})
22.8,1,({303.5, 190, 0}{281.5, 184, 0})
26.46,4,({303.5, 190, 0}{313.5, 165.5, 0})
37.64,5,({303.5, 190, 0}{291, 154.5, 0})
38.16,3,({303.5, 190, 0}{265.5, 193.5, 0})
38.47,2,({303.5, 190, 0}{285.5, 224, 0})
18.61,3,({281.5, 184, 0}{265.5, 193.5, 0})
22.8,0,({281.5, 184, 0}{303.5, 190, 0})
30.99,5,({281.5, 184, 0}{291, 154.5, 0})
31.75,7,({281.5, 184, 0}{250, 180, 0})
36.96,4,({281.5, 184, 0}{313.5, 165.5, 0})
36.47,3,({285.5, 224, 0}{265.5, 193.5, 0})
38.47,0,({285.5, 224, 0}{303.5, 190, 0})
40.2,1,({285.5, 224, 0}{281.5, 184, 0})
47.36,11,({285.5, 224, 0}{239, 233, 0})
49.04,13,({285.5, 224, 0}{247.5, 255, 0})
18.61,1,({265.5, 193.5, 0}{281.5, 184, 0})
20.55,7,({265.5, 193.5, 0}{250, 180, 0})
36.47,2,({265.5, 193.5, 0}{285.5, 224, 0})
38.16,0,({265.5, 193.5, 0}{303.5, 190, 0})
43.06,12,({265.5, 193.5, 0}{224, 182, 0})
17.76,8,({313.5, 165.5, 0}{316.5, 148, 0})
25.04,5,({313.5, 165.5, 0}{291, 154.5, 0})
26.46,0,({313.5, 165.5, 0}{303.5, 190, 0})
32.45,10,({313.5, 165.5, 0}{331.5, 138.5, 0})
36.96,1,({313.5, 165.5, 0}{281.5, 184, 0})
25.04,4,({291, 154.5, 0}{313.5, 165.5, 0})
26.32,8,({291, 154.5, 0}{316.5, 148, 0})
30.99,1,({291, 154.5, 0}{281.5, 184, 0})
37.64,0,({291, 154.5, 0}{303.5, 190, 0})
40.93,15,({291, 154.5, 0}{273.5, 117.5, 0})
20.86,9,({340.5, 206.5, 0}{355, 221.5, 0})
40.51,0,({340.5, 206.5, 0}{303.5, 190, 0})
49.09,4,({340.5, 206.5, 0}{313.5, 165.5, 0})
57.72,2,({340.5, 206.5, 0}{285.5, 224, 0})
63.14,1,({340.5, 206.5, 0}{281.5, 184, 0})
20.55,3,({250, 180, 0}{265.5, 193.5, 0})
26.08,12,({250, 180, 0}{224, 182, 0})
30.15,14,({250, 180, 0}{220, 183, 0})
31.75,1,({250, 180, 0}{281.5, 184, 0})
48.28,5,({250, 180, 0}{291, 154.5, 0})
17.76,10,({316.5, 148, 0}{331.5, 138.5, 0})
17.76,4,({316.5, 148, 0}{313.5, 165.5, 0})
26.32,5,({316.5, 148, 0}{291, 154.5, 0})
37.12,16,({316.5, 148, 0}{342.5, 121.5, 0})
43.97,0,({316.5, 148, 0}{303.5, 190, 0})
20.86,6,({355, 221.5, 0}{340.5, 206.5, 0})
60.37,0,({355, 221.5, 0}{303.5, 190, 0})
69.54,2,({355, 221.5, 0}{285.5, 224, 0})
69.7,4,({355, 221.5, 0}{313.5, 165.5, 0})
82.51,1,({355, 221.5, 0}{281.5, 184, 0})
17.76,8,({331.5, 138.5, 0}{316.5, 148, 0})
20.25,16,({331.5, 138.5, 0}{342.5, 121.5, 0})
32.45,4,({331.5, 138.5, 0}{313.5, 165.5, 0})
43.55,5,({331.5, 138.5, 0}{291, 154.5, 0})
58.62,0,({331.5, 138.5, 0}{303.5, 190, 0})
23.58,13,({239, 233, 0}{247.5, 255, 0})
34.12,17,({239, 233, 0}{212.5, 211.5, 0})
47.36,2,({239, 233, 0}{285.5, 224, 0})
47.57,3,({239, 233, 0}{265.5, 193.5, 0})
53.16,12,({239, 233, 0}{224, 182, 0})
4.12,14,({224, 182, 0}{220, 183, 0})
26.08,7,({224, 182, 0}{250, 180, 0})
31.66,17,({224, 182, 0}{212.5, 211.5, 0})
43.06,3,({224, 182, 0}{265.5, 193.5, 0})
53.16,11,({224, 182, 0}{239, 233, 0})
23.58,11,({247.5, 255, 0}{239, 233, 0})
49.04,2,({247.5, 255, 0}{285.5, 224, 0})
55.83,17,({247.5, 255, 0}{212.5, 211.5, 0})
64.08,3,({247.5, 255, 0}{265.5, 193.5, 0})
75.04,7,({247.5, 255, 0}{250, 180, 0})
4.12,12,({220, 183, 0}{224, 182, 0})
29.47,17,({220, 183, 0}{212.5, 211.5, 0})
30.15,7,({220, 183, 0}{250, 180, 0})
46.7,3,({220, 183, 0}{265.5, 193.5, 0})
53.49,11,({220, 183, 0}{239, 233, 0})
40.93,5,({273.5, 117.5, 0}{291, 154.5, 0})
52.72,8,({273.5, 117.5, 0}{316.5, 148, 0})
61.68,10,({273.5, 117.5, 0}{331.5, 138.5, 0})
62.48,4,({273.5, 117.5, 0}{313.5, 165.5, 0})
66.77,7,({273.5, 117.5, 0}{250, 180, 0})
20.25,10,({342.5, 121.5, 0}{331.5, 138.5, 0})
37.12,8,({342.5, 121.5, 0}{316.5, 148, 0})
52.7,4,({342.5, 121.5, 0}{313.5, 165.5, 0})
61.17,5,({342.5, 121.5, 0}{291, 154.5, 0})
69.12,15,({342.5, 121.5, 0}{273.5, 117.5, 0})
29.47,14,({212.5, 211.5, 0}{220, 183, 0})
31.66,12,({212.5, 211.5, 0}{224, 182, 0})
34.12,11,({212.5, 211.5, 0}{239, 233, 0})
48.97,7,({212.5, 211.5, 0}{250, 180, 0})
55.83,13,({212.5, 211.5, 0}{247.5, 255, 0})
9.5,7,({328.5, 186.5, 0}{338, 186.5, 0})
20.51,3,({328.5, 186.5, 0}{329, 207, 0})
23.02,4,({328.5, 186.5, 0}{327.5, 209.5, 0})
39.46,5,({328.5, 186.5, 0}{313.5, 223, 0})
39.88,9,({328.5, 186.5, 0}{334, 226, 0})
5.02,2,({280, 190.5, 0}{279.5, 185.5, 0})
35.02,8,({280, 190.5, 0}{286, 156, 0})
36.94,11,({280, 190.5, 0}{256.5, 162, 0})
46.67,5,({280, 190.5, 0}{313.5, 223, 0})
47.03,6,({280, 190.5, 0}{312.5, 224.5, 0})
5.02,1,({279.5, 185.5, 0}{280, 190.5, 0})
30.21,8,({279.5, 185.5, 0}{286, 156, 0})
32.88,11,({279.5, 185.5, 0}{256.5, 162, 0})
49.01,0,({279.5, 185.5, 0}{328.5, 186.5, 0})
50.62,5,({279.5, 185.5, 0}{313.5, 223, 0})
2.92,4,({329, 207, 0}{327.5, 209.5, 0})
19.65,9,({329, 207, 0}{334, 226, 0})
20.13,10,({329, 207, 0}{334, 226.5, 0})
20.51,0,({329, 207, 0}{328.5, 186.5, 0})
22.28,5,({329, 207, 0}{313.5, 223, 0})
2.92,3,({327.5, 209.5, 0}{329, 207, 0})
17.73,9,({327.5, 209.5, 0}{334, 226, 0})
18.2,10,({327.5, 209.5, 0}{334, 226.5, 0})
19.45,5,({327.5, 209.5, 0}{313.5, 223, 0})
21.21,6,({327.5, 209.5, 0}{312.5, 224.5, 0})
1.8,6,({313.5, 223, 0}{312.5, 224.5, 0})
19.45,4,({313.5, 223, 0}{327.5, 209.5, 0})
20.72,9,({313.5, 223, 0}{334, 226, 0})
20.8,10,({313.5, 223, 0}{334, 226.5, 0})
22.28,3,({313.5, 223, 0}{329, 207, 0})
1.8,5,({312.5, 224.5, 0}{313.5, 223, 0})
21.21,4,({312.5, 224.5, 0}{327.5, 209.5, 0})
21.55,9,({312.5, 224.5, 0}{334, 226, 0})
21.59,10,({312.5, 224.5, 0}{334, 226.5, 0})
24.05,3,({312.5, 224.5, 0}{329, 207, 0})
9.5,0,({338, 186.5, 0}{328.5, 186.5, 0})
22.39,3,({338, 186.5, 0}{329, 207, 0})
25.28,4,({338, 186.5, 0}{327.5, 209.5, 0})
39.7,9,({338, 186.5, 0}{334, 226, 0})
39.81,12,({338, 186.5, 0}{355, 222.5, 0})
27.87,15,({286, 156, 0}{290.5, 128.5, 0})
30.1,11,({286, 156, 0}{256.5, 162, 0})
30.21,2,({286, 156, 0}{279.5, 185.5, 0})
32.9,18,({286, 156, 0}{295.5, 124.5, 0})
35.02,1,({286, 156, 0}{280, 190.5, 0})
0.5,10,({334, 226, 0}{334, 226.5, 0})
17.73,4,({334, 226, 0}{327.5, 209.5, 0})
19.65,3,({334, 226, 0}{329, 207, 0})
20.72,5,({334, 226, 0}{313.5, 223, 0})
21.29,12,({334, 226, 0}{355, 222.5, 0})
0.5,9,({334, 226.5, 0}{334, 226, 0})
18.2,4,({334, 226.5, 0}{327.5, 209.5, 0})
20.13,3,({334, 226.5, 0}{329, 207, 0})
20.8,5,({334, 226.5, 0}{313.5, 223, 0})
21.38,12,({334, 226.5, 0}{355, 222.5, 0})
30.1,8,({256.5, 162, 0}{286, 156, 0})
32.88,2,({256.5, 162, 0}{279.5, 185.5, 0})
36.94,1,({256.5, 162, 0}{280, 190.5, 0})
44.38,24,({256.5, 162, 0}{267.5, 119, 0})
44.51,23,({256.5, 162, 0}{268, 119, 0})
21.29,9,({355, 222.5, 0}{334, 226, 0})
21.38,10,({355, 222.5, 0}{334, 226.5, 0})
30.27,3,({355, 222.5, 0}{329, 207, 0})
30.42,4,({355, 222.5, 0}{327.5, 209.5, 0})
39.81,7,({355, 222.5, 0}{338, 186.5, 0})
0.5,14,({270, 239, 0}{269.5, 239, 0})
22.77,19,({270, 239, 0}{248.5, 231.5, 0})
23.24,20,({270, 239, 0}{248, 231.5, 0})
43.13,22,({270, 239, 0}{300.5, 269.5, 0})
43.49,21,({270, 239, 0}{301, 269.5, 0})
0.5,13,({269.5, 239, 0}{270, 239, 0})
22.3,19,({269.5, 239, 0}{248.5, 231.5, 0})
22.77,20,({269.5, 239, 0}{248, 231.5, 0})
43.49,22,({269.5, 239, 0}{300.5, 269.5, 0})
43.85,21,({269.5, 239, 0}{301, 269.5, 0})
6.4,18,({290.5, 128.5, 0}{295.5, 124.5, 0})
24.42,23,({290.5, 128.5, 0}{268, 119, 0})
24.88,24,({290.5, 128.5, 0}{267.5, 119, 0})
27.87,8,({290.5, 128.5, 0}{286, 156, 0})
47.73,11,({290.5, 128.5, 0}{256.5, 162, 0})
0.71,17,({320.5, 257.5, 0}{321, 258, 0})
22.9,21,({320.5, 257.5, 0}{301, 269.5, 0})
23.32,22,({320.5, 257.5, 0}{300.5, 269.5, 0})
33.81,10,({320.5, 257.5, 0}{334, 226.5, 0})
33.96,6,({320.5, 257.5, 0}{312.5, 224.5, 0})
0.71,16,({321, 258, 0}{320.5, 257.5, 0})
23.07,21,({321, 258, 0}{301, 269.5, 0})
23.51,22,({321, 258, 0}{300.5, 269.5, 0})
34.08,10,({321, 258, 0}{334, 226.5, 0})
34.54,9,({321, 258, 0}{334, 226, 0})
6.4,15,({295.5, 124.5, 0}{290.5, 128.5, 0})
28.04,23,({295.5, 124.5, 0}{268, 119, 0})
28.54,24,({295.5, 124.5, 0}{267.5, 119, 0})
32.9,8,({295.5, 124.5, 0}{286, 156, 0})
54.1,11,({295.5, 124.5, 0}{256.5, 162, 0})
0.5,20,({248.5, 231.5, 0}{248, 231.5, 0})
22.3,14,({248.5, 231.5, 0}{269.5, 239, 0})
22.77,13,({248.5, 231.5, 0}{270, 239, 0})
51.7,1,({248.5, 231.5, 0}{280, 190.5, 0})
55.47,2,({248.5, 231.5, 0}{279.5, 185.5, 0})
0.5,19,({248, 231.5, 0}{248.5, 231.5, 0})
22.77,14,({248, 231.5, 0}{269.5, 239, 0})
23.24,13,({248, 231.5, 0}{270, 239, 0})
52.01,1,({248, 231.5, 0}{280, 190.5, 0})
55.75,2,({248, 231.5, 0}{279.5, 185.5, 0})
0.5,22,({301, 269.5, 0}{300.5, 269.5, 0})
22.9,16,({301, 269.5, 0}{320.5, 257.5, 0})
23.07,17,({301, 269.5, 0}{321, 258, 0})
43.49,13,({301, 269.5, 0}{270, 239, 0})
43.85,14,({301, 269.5, 0}{269.5, 239, 0})
0.5,21,({300.5, 269.5, 0}{301, 269.5, 0})
23.32,16,({300.5, 269.5, 0}{320.5, 257.5, 0})
23.51,17,({300.5, 269.5, 0}{321, 258, 0})
43.13,13,({300.5, 269.5, 0}{270, 239, 0})
43.49,14,({300.5, 269.5, 0}{269.5, 239, 0})
0.5,24,({268, 119, 0}{267.5, 119, 0})
24.42,15,({268, 119, 0}{290.5, 128.5, 0})
28.04,18,({268, 119, 0}{295.5, 124.5, 0})
41.15,8,({268, 119, 0}{286, 156, 0})
44.51,11,({268, 119, 0}{256.5, 162, 0})
0.5,23,({267.5, 119, 0}{268, 119, 0})
24.88,15,({267.5, 119, 0}{290.5, 128.5, 0})
28.54,18,({267.5, 119, 0}{295.5, 124.5, 0})
41.37,8,({267.5, 119, 0}{286, 156, 0})
44.38,11,({267.5, 119, 0}{256.5, 162, 0})
1.58,2,({293, 205, 0}{291.5, 205.5, 0})
25.93,1,({293, 205, 0}{278.5, 183.5, 0})
26.71,3,({293, 205, 0}{276.5, 184, 0})
41.62,9,({293, 205, 0}{269, 239, 0})
42.27,6,({293, 205, 0}{255.5, 185.5, 0})
2.06,3,({278.5, 183.5, 0}{276.5, 184, 0})
23.09,6,({278.5, 183.5, 0}{255.5, 185.5, 0})
25.55,2,({278.5, 183.5, 0}{291.5, 205.5, 0})
25.93,0,({278.5, 183.5, 0}{293, 205, 0})
37.07,7,({278.5, 183.5, 0}{242, 177, 0})
1.58,0,({291.5, 205.5, 0}{293, 205, 0})
25.55,1,({291.5, 205.5, 0}{278.5, 183.5, 0})
26.22,3,({291.5, 205.5, 0}{276.5, 184, 0})
40.35,9,({291.5, 205.5, 0}{269, 239, 0})
41.18,6,({291.5, 205.5, 0}{255.5, 185.5, 0})
2.06,1,({276.5, 184, 0}{278.5, 183.5, 0})
21.05,6,({276.5, 184, 0}{255.5, 185.5, 0})
26.22,2,({276.5, 184, 0}{291.5, 205.5, 0})
26.71,0,({276.5, 184, 0}{293, 205, 0})
35.2,7,({276.5, 184, 0}{242, 177, 0})
15.81,5,({335, 187.5, 0}{340, 202.5, 0})
45.5,0,({335, 187.5, 0}{293, 205, 0})
47.08,2,({335, 187.5, 0}{291.5, 205.5, 0})
56.64,1,({335, 187.5, 0}{278.5, 183.5, 0})
58.6,3,({335, 187.5, 0}{276.5, 184, 0})
15.81,4,({340, 202.5, 0}{335, 187.5, 0})
47.07,0,({340, 202.5, 0}{293, 205, 0})
48.59,2,({340, 202.5, 0}{291.5, 205.5, 0})
64.37,1,({340, 202.5, 0}{278.5, 183.5, 0})
66.14,3,({340, 202.5, 0}{276.5, 184, 0})
15.95,7,({255.5, 185.5, 0}{242, 177, 0})
21.05,3,({255.5, 185.5, 0}{276.5, 184, 0})
23.09,1,({255.5, 185.5, 0}{278.5, 183.5, 0})
25.14,8,({255.5, 185.5, 0}{248, 209.5, 0})
27.61,10,({255.5, 185.5, 0}{233, 169.5, 0})
11.72,10,({242, 177, 0}{233, 169.5, 0})
12.04,11,({242, 177, 0}{233, 169, 0})
15.95,6,({242, 177, 0}{255.5, 185.5, 0})
33.05,8,({242, 177, 0}{248, 209.5, 0})
35.2,3,({242, 177, 0}{276.5, 184, 0})
21.01,12,({248, 209.5, 0}{247.5, 230.5, 0})
25.14,6,({248, 209.5, 0}{255.5, 185.5, 0})
27.31,19,({248, 209.5, 0}{237, 234.5, 0})
29.54,21,({248, 209.5, 0}{223.5, 226, 0})
33.05,7,({248, 209.5, 0}{242, 177, 0})
23.12,12,({269, 239, 0}{247.5, 230.5, 0})
26.22,20,({269, 239, 0}{247.5, 254, 0})
32.31,19,({269, 239, 0}{237, 234.5, 0})
36.21,8,({269, 239, 0}{248, 209.5, 0})
40.35,2,({269, 239, 0}{291.5, 205.5, 0})
0.5,11,({233, 169.5, 0}{233, 169, 0})
11.72,7,({233, 169.5, 0}{242, 177, 0})
27.61,6,({233, 169.5, 0}{255.5, 185.5, 0})
40.45,17,({233, 169.5, 0}{239, 129.5, 0})
42.72,8,({233, 169.5, 0}{248, 209.5, 0})
0.5,10,({233, 169, 0}{233, 169.5, 0})
12.04,7,({233, 169, 0}{242, 177, 0})
27.9,6,({233, 169, 0}{255.5, 185.5, 0})
39.95,17,({233, 169, 0}{239, 129.5, 0})
43.19,8,({233, 169, 0}{248, 209.5, 0})
11.24,19,({247.5, 230.5, 0}{237, 234.5, 0})
21.01,8,({247.5, 230.5, 0}{248, 209.5, 0})
23.12,9,({247.5, 230.5, 0}{269, 239, 0})
23.5,20,({247.5, 230.5, 0}{247.5, 254, 0})
24.42,21,({247.5, 230.5, 0}{223.5, 226, 0})
0.5,14,({266, 116.5, 0}{266, 116, 0})
29.97,17,({266, 116.5, 0}{239, 129.5, 0})
62.01,11,({266, 116.5, 0}{233, 169, 0})
62.43,10,({266, 116.5, 0}{233, 169.5, 0})
65.09,7,({266, 116.5, 0}{242, 177, 0})
0.5,13,({266, 116, 0}{266, 116.5, 0})
30.19,17,({266, 116, 0}{239, 129.5, 0})
62.43,11,({266, 116, 0}{233, 169, 0})
62.86,10,({266, 116, 0}{233, 169.5, 0})
65.55,7,({266, 116, 0}{242, 177, 0})
0.5,16,({378, 146.5, 0}{378.5, 146.5, 0})
59.41,4,({378, 146.5, 0}{335, 187.5, 0})
67.68,5,({378, 146.5, 0}{340, 202.5, 0})
103.19,0,({378, 146.5, 0}{293, 205, 0})
104.71,2,({378, 146.5, 0}{291.5, 205.5, 0})
0.5,15,({378.5, 146.5, 0}{378, 146.5, 0})
59.78,4,({378.5, 146.5, 0}{335, 187.5, 0})
67.96,5,({378.5, 146.5, 0}{340, 202.5, 0})
103.6,0,({378.5, 146.5, 0}{293, 205, 0})
105.12,2,({378.5, 146.5, 0}{291.5, 205.5, 0})
29.97,13,({239, 129.5, 0}{266, 116.5, 0})
30.19,14,({239, 129.5, 0}{266, 116, 0})
39.95,11,({239, 129.5, 0}{233, 169, 0})
40.45,10,({239, 129.5, 0}{233, 169.5, 0})
47.59,7,({239, 129.5, 0}{242, 177, 0})
41.04,9,({299, 267, 0}{269, 239, 0})
53.12,20,({299, 267, 0}{247.5, 254, 0})
61.96,2,({299, 267, 0}{291.5, 205.5, 0})
62.29,0,({299, 267, 0}{293, 205, 0})
63.12,12,({299, 267, 0}{247.5, 230.5, 0})
11.24,12,({237, 234.5, 0}{247.5, 230.5, 0})
15.95,21,({237, 234.5, 0}{223.5, 226, 0})
22.15,20,({237, 234.5, 0}{247.5, 254, 0})
27.31,8,({237, 234.5, 0}{248, 209.5, 0})
32.31,9,({237, 234.5, 0}{269, 239, 0})
22.15,19,({247.5, 254, 0}{237, 234.5, 0})
23.5,12,({247.5, 254, 0}{247.5, 230.5, 0})
26.22,9,({247.5, 254, 0}{269, 239, 0})
36.88,21,({247.5, 254, 0}{223.5, 226, 0})
44.5,8,({247.5, 254, 0}{248, 209.5, 0})
15.95,19,({223.5, 226, 0}{237, 234.5, 0})
24.42,12,({223.5, 226, 0}{247.5, 230.5, 0})
29.54,8,({223.5, 226, 0}{248, 209.5, 0})
36.88,20,({223.5, 226, 0}{247.5, 254, 0})
