Minor_dist,Minor_link,Minor_points
12.1,0,({320, 188, 0}{329.5, 180.5, 0})
22.9,4,({320, 188, 0}{308, 207.5, 0})
46.38,5,({320, 188, 0}{329, 233.5, 0})
1,2,({319, 188, 0}{320, 188, 0})
12.35,1,({319, 188, 0}{329.5, 181.5, 0})
12.9,0,({319, 188, 0}{329.5, 180.5, 0})
22.39,4,({319, 188, 0}{308, 207.5, 0})
46.59,5,({319, 188, 0}{329, 233.5, 0})
22.39,3,({308, 207.5, 0}{319, 188, 0})
22.9,2,({308, 207.5, 0}{320, 188, 0})
33.42,5,({308, 207.5, 0}{329, 233.5, 0})
33.74,1,({308, 207.5, 0}{329.5, 181.5, 0})
34.51,0,({308, 207.5, 0}{329.5, 180.5, 0})
9.92,6,({329, 233.5, 0}{336.5, 240, 0})
33.42,4,({329, 233.5, 0}{308, 207.5, 0})
46.38,2,({329, 233.5, 0}{320, 188, 0})
46.59,3,({329, 233.5, 0}{319, 188, 0})
52,1,({329, 233.5, 0}{329.5, 181.5, 0})
9.92,5,({336.5, 240, 0}{329, 233.5, 0})
43.23,4,({336.5, 240, 0}{308, 207.5, 0})
54.56,2,({336.5, 240, 0}{320, 188, 0})
54.87,3,({336.5, 240, 0}{319, 188, 0})
58.92,1,({336.5, 240, 0}{329.5, 181.5, 0})
24.03,12,({249, 207, 0}{244, 230.5, 0})
33.6,14,({249, 207, 0}{222, 187, 0})
45.02,17,({249, 207, 0}{247.5, 252, 0})
59,4,({249, 207, 0}{308, 207.5, 0})
72.53,3,({249, 207, 0}{319, 188, 0})
0.5,9,({363.5, 106, 0}{363.5, 105.5, 0})
81.89,0,({363.5, 106, 0}{329.5, 180.5, 0})
82.8,1,({363.5, 106, 0}{329.5, 181.5, 0})
83.24,10,({363.5, 106, 0}{415.5, 171, 0})
83.55,11,({363.5, 106, 0}{416, 171, 0})
0.5,8,({363.5, 105.5, 0}{363.5, 106, 0})
82.35,0,({363.5, 105.5, 0}{329.5, 180.5, 0})
83.26,1,({363.5, 105.5, 0}{329.5, 181.5, 0})
83.63,10,({363.5, 105.5, 0}{415.5, 171, 0})
83.94,11,({363.5, 105.5, 0}{416, 171, 0})
0.5,11,({415.5, 171, 0}{416, 171, 0})
83.24,8,({415.5, 171, 0}{363.5, 106, 0})
83.63,9,({415.5, 171, 0}{363.5, 105.5, 0})
86.52,0,({415.5, 171, 0}{329.5, 180.5, 0})
86.64,1,({415.5, 171, 0}{329.5, 181.5, 0})
0.5,10,({416, 171, 0}{415.5, 171, 0})
83.55,8,({416, 171, 0}{363.5, 106, 0})
83.94,9,({416, 171, 0}{363.5, 105.5, 0})
87.02,0,({416, 171, 0}{329.5, 180.5, 0})
87.13,1,({416, 171, 0}{329.5, 181.5, 0})
21.78,17,({244, 230.5, 0}{247.5, 252, 0})
24.03,7,({244, 230.5, 0}{249, 207, 0})
48.75,14,({244, 230.5, 0}{222, 187, 0})
61.58,16,({244, 230.5, 0}{285.5, 276, 0})
68.01,4,({244, 230.5, 0}{308, 207.5, 0})
4.27,15,({239, 124.5, 0}{240.5, 120.5, 0})
64.77,14,({239, 124.5, 0}{222, 187, 0})
83.1,7,({239, 124.5, 0}{249, 207, 0})
102.14,3,({239, 124.5, 0}{319, 188, 0})
102.92,2,({239, 124.5, 0}{320, 188, 0})
33.6,7,({222, 187, 0}{249, 207, 0})
48.75,12,({222, 187, 0}{244, 230.5, 0})
64.77,13,({222, 187, 0}{239, 124.5, 0})
69.03,15,({222, 187, 0}{240.5, 120.5, 0})
69.82,17,({222, 187, 0}{247.5, 252, 0})
4.27,13,({240.5, 120.5, 0}{239, 124.5, 0})
69.03,14,({240.5, 120.5, 0}{222, 187, 0})
86.92,7,({240.5, 120.5, 0}{249, 207, 0})
103.53,3,({240.5, 120.5, 0}{319, 188, 0})
104.29,2,({240.5, 120.5, 0}{320, 188, 0})
44.94,17,({285.5, 276, 0}{247.5, 252, 0})
60.82,5,({285.5, 276, 0}{329, 233.5, 0})
61.58,12,({285.5, 276, 0}{244, 230.5, 0})
62.43,6,({285.5, 276, 0}{336.5, 240, 0})
72.1,4,({285.5, 276, 0}{308, 207.5, 0})
21.78,12,({247.5, 252, 0}{244, 230.5, 0})
44.94,16,({247.5, 252, 0}{285.5, 276, 0})
45.02,7,({247.5, 252, 0}{249, 207, 0})
69.82,14,({247.5, 252, 0}{222, 187, 0})
75.1,4,({247.5, 252, 0}{308, 207.5, 0})
24.52,1,({299.5, 205.5, 0}{275.5, 210.5, 0})
24.91,2,({299.5, 205.5, 0}{275, 210, 0})
32.6,6,({299.5, 205.5, 0}{297, 238, 0})
32.6,5,({299.5, 205.5, 0}{297, 238, 0})
35.59,3,({299.5, 205.5, 0}{332, 220, 0})
0.71,2,({275.5, 210.5, 0}{275, 210, 0})
24.42,11,({275.5, 210.5, 0}{253, 220, 0})
24.52,0,({275.5, 210.5, 0}{299.5, 205.5, 0})
24.62,12,({275.5, 210.5, 0}{253, 220.5, 0})
25.5,8,({275.5, 210.5, 0}{275, 236, 0})
0.71,1,({275, 210, 0}{275.5, 210.5, 0})
24.17,11,({275, 210, 0}{253, 220, 0})
24.38,12,({275, 210, 0}{253, 220.5, 0})
24.91,0,({275, 210, 0}{299.5, 205.5, 0})
26,8,({275, 210, 0}{275, 236, 0})
22.7,9,({332, 220, 0}{354.5, 223, 0})
35.59,0,({332, 220, 0}{299.5, 205.5, 0})
39.36,6,({332, 220, 0}{297, 238, 0})
39.36,5,({332, 220, 0}{297, 238, 0})
57.29,1,({332, 220, 0}{275.5, 210.5, 0})
22.8,14,({272, 154, 0}{266, 132, 0})
22.8,13,({272, 154, 0}{266, 132, 0})
44.2,10,({272, 154, 0}{303.5, 123, 0})
49.66,20,({272, 154, 0}{230, 127.5, 0})
52.24,18,({272, 154, 0}{220, 149, 0})
0,6,({297, 238, 0}{297, 238, 0})
22.09,8,({297, 238, 0}{275, 236, 0})
22.09,7,({297, 238, 0}{275, 236, 0})
32.6,0,({297, 238, 0}{299.5, 205.5, 0})
34.91,1,({297, 238, 0}{275.5, 210.5, 0})
0,5,({297, 238, 0}{297, 238, 0})
22.09,8,({297, 238, 0}{275, 236, 0})
22.09,7,({297, 238, 0}{275, 236, 0})
32.6,0,({297, 238, 0}{299.5, 205.5, 0})
34.91,1,({297, 238, 0}{275.5, 210.5, 0})
0,8,({275, 236, 0}{275, 236, 0})
22.09,6,({275, 236, 0}{297, 238, 0})
22.09,5,({275, 236, 0}{297, 238, 0})
25.5,1,({275, 236, 0}{275.5, 210.5, 0})
26,2,({275, 236, 0}{275, 210, 0})
0,7,({275, 236, 0}{275, 236, 0})
22.09,6,({275, 236, 0}{297, 238, 0})
22.09,5,({275, 236, 0}{297, 238, 0})
25.5,1,({275, 236, 0}{275.5, 210.5, 0})
26,2,({275, 236, 0}{275, 210, 0})
22.7,3,({354.5, 223, 0}{332, 220, 0})
50.96,15,({354.5, 223, 0}{389, 185.5, 0})
52.33,17,({354.5, 223, 0}{391, 185.5, 0})
57.72,0,({354.5, 223, 0}{299.5, 205.5, 0})
59.42,6,({354.5, 223, 0}{297, 238, 0})
38.56,14,({303.5, 123, 0}{266, 132, 0})
38.56,13,({303.5, 123, 0}{266, 132, 0})
44.2,4,({303.5, 123, 0}{272, 154, 0})
73.64,20,({303.5, 123, 0}{230, 127.5, 0})
82.6,0,({303.5, 123, 0}{299.5, 205.5, 0})
0.5,12,({253, 220, 0}{253, 220.5, 0})
24.17,2,({253, 220, 0}{275, 210, 0})
24.42,1,({253, 220, 0}{275.5, 210.5, 0})
27.2,8,({253, 220, 0}{275, 236, 0})
27.2,7,({253, 220, 0}{275, 236, 0})
0.5,11,({253, 220.5, 0}{253, 220, 0})
24.38,2,({253, 220.5, 0}{275, 210, 0})
24.62,1,({253, 220.5, 0}{275.5, 210.5, 0})
26.91,8,({253, 220.5, 0}{275, 236, 0})
26.91,7,({253, 220.5, 0}{275, 236, 0})
0,14,({266, 132, 0}{266, 132, 0})
22.8,4,({266, 132, 0}{272, 154, 0})
36.28,20,({266, 132, 0}{230, 127.5, 0})
38.56,10,({266, 132, 0}{303.5, 123, 0})
49.04,18,({266, 132, 0}{220, 149, 0})
0,13,({266, 132, 0}{266, 132, 0})
22.8,4,({266, 132, 0}{272, 154, 0})
36.28,20,({266, 132, 0}{230, 127.5, 0})
38.56,10,({266, 132, 0}{303.5, 123, 0})
49.04,18,({266, 132, 0}{220, 149, 0})
2,17,({389, 185.5, 0}{391, 185.5, 0})
30.42,21,({389, 185.5, 0}{416.5, 172.5, 0})
50.96,9,({389, 185.5, 0}{354.5, 223, 0})
66.63,3,({389, 185.5, 0}{332, 220, 0})
91.71,0,({389, 185.5, 0}{299.5, 205.5, 0})
38.9,11,({225, 193, 0}{253, 220, 0})
39.25,12,({225, 193, 0}{253, 220.5, 0})
44.28,18,({225, 193, 0}{220, 149, 0})
44.34,19,({225, 193, 0}{219.5, 149, 0})
52.81,2,({225, 193, 0}{275, 210, 0})
2,15,({391, 185.5, 0}{389, 185.5, 0})
28.62,21,({391, 185.5, 0}{416.5, 172.5, 0})
52.33,9,({391, 185.5, 0}{354.5, 223, 0})
68.35,3,({391, 185.5, 0}{332, 220, 0})
93.66,0,({391, 185.5, 0}{299.5, 205.5, 0})
0.5,19,({220, 149, 0}{219.5, 149, 0})
23.71,20,({220, 149, 0}{230, 127.5, 0})
44.28,16,({220, 149, 0}{225, 193, 0})
49.04,14,({220, 149, 0}{266, 132, 0})
49.04,13,({220, 149, 0}{266, 132, 0})
0.5,18,({219.5, 149, 0}{220, 149, 0})
23.93,20,({219.5, 149, 0}{230, 127.5, 0})
44.34,16,({219.5, 149, 0}{225, 193, 0})
49.51,14,({219.5, 149, 0}{266, 132, 0})
49.51,13,({219.5, 149, 0}{266, 132, 0})
23.71,18,({230, 127.5, 0}{220, 149, 0})
23.93,19,({230, 127.5, 0}{219.5, 149, 0})
36.28,14,({230, 127.5, 0}{266, 132, 0})
36.28,13,({230, 127.5, 0}{266, 132, 0})
49.66,4,({230, 127.5, 0}{272, 154, 0})
28.62,17,({416.5, 172.5, 0}{391, 185.5, 0})
30.42,15,({416.5, 172.5, 0}{389, 185.5, 0})
79.96,9,({416.5, 172.5, 0}{354.5, 223, 0})
96.94,3,({416.5, 172.5, 0}{332, 220, 0})
121.56,0,({416.5, 172.5, 0}{299.5, 205.5, 0})
44.97,3,({313.5, 189, 0}{307, 233.5, 0})
48.32,7,({313.5, 189, 0}{336.5, 231.5, 0})
52.95,10,({313.5, 189, 0}{354.5, 222.5, 0})
58.26,1,({313.5, 189, 0}{268.5, 152, 0})
59.17,2,({313.5, 189, 0}{269, 150, 0})
2.06,2,({268.5, 152, 0}{269, 150, 0})
43.85,9,({268.5, 152, 0}{237, 182.5, 0})
47.04,13,({268.5, 152, 0}{221.5, 150, 0})
47.21,17,({268.5, 152, 0}{249, 109, 0})
48.21,14,({268.5, 152, 0}{264, 104, 0})
2.06,1,({269, 150, 0}{268.5, 152, 0})
45.61,9,({269, 150, 0}{237, 182.5, 0})
45.62,17,({269, 150, 0}{249, 109, 0})
46.27,14,({269, 150, 0}{264, 104, 0})
47.5,13,({269, 150, 0}{221.5, 150, 0})
29.57,7,({307, 233.5, 0}{336.5, 231.5, 0})
32.53,5,({307, 233.5, 0}{274.5, 235, 0})
33.53,6,({307, 233.5, 0}{273.5, 235, 0})
44.97,0,({307, 233.5, 0}{313.5, 189, 0})
47.13,4,({307, 233.5, 0}{262, 219.5, 0})
17.01,8,({262, 219.5, 0}{246.5, 212.5, 0})
19.3,6,({262, 219.5, 0}{273.5, 235, 0})
19.91,5,({262, 219.5, 0}{274.5, 235, 0})
44.65,9,({262, 219.5, 0}{237, 182.5, 0})
45.76,12,({262, 219.5, 0}{224, 194, 0})
1,6,({274.5, 235, 0}{273.5, 235, 0})
19.91,4,({274.5, 235, 0}{262, 219.5, 0})
32.53,3,({274.5, 235, 0}{307, 233.5, 0})
35.92,8,({274.5, 235, 0}{246.5, 212.5, 0})
60.31,0,({274.5, 235, 0}{313.5, 189, 0})
1,5,({273.5, 235, 0}{274.5, 235, 0})
19.3,4,({273.5, 235, 0}{262, 219.5, 0})
33.53,3,({273.5, 235, 0}{307, 233.5, 0})
35.15,8,({273.5, 235, 0}{246.5, 212.5, 0})
60.96,0,({273.5, 235, 0}{313.5, 189, 0})
20.12,10,({336.5, 231.5, 0}{354.5, 222.5, 0})
29.57,3,({336.5, 231.5, 0}{307, 233.5, 0})
48.32,0,({336.5, 231.5, 0}{313.5, 189, 0})
62.1,5,({336.5, 231.5, 0}{274.5, 235, 0})
63.1,6,({336.5, 231.5, 0}{273.5, 235, 0})
17.01,4,({246.5, 212.5, 0}{262, 219.5, 0})
29.13,12,({246.5, 212.5, 0}{224, 194, 0})
29.4,11,({246.5, 212.5, 0}{224.5, 193, 0})
31.47,9,({246.5, 212.5, 0}{237, 182.5, 0})
33.68,16,({246.5, 212.5, 0}{213, 209, 0})
16.32,11,({237, 182.5, 0}{224.5, 193, 0})
17.36,12,({237, 182.5, 0}{224, 194, 0})
31.47,8,({237, 182.5, 0}{246.5, 212.5, 0})
35.75,16,({237, 182.5, 0}{213, 209, 0})
36.01,13,({237, 182.5, 0}{221.5, 150, 0})
20.12,7,({354.5, 222.5, 0}{336.5, 231.5, 0})
48.76,3,({354.5, 222.5, 0}{307, 233.5, 0})
52.95,0,({354.5, 222.5, 0}{313.5, 189, 0})
80.97,5,({354.5, 222.5, 0}{274.5, 235, 0})
81.96,6,({354.5, 222.5, 0}{273.5, 235, 0})
1.12,12,({224.5, 193, 0}{224, 194, 0})
16.32,9,({224.5, 193, 0}{237, 182.5, 0})
19.7,16,({224.5, 193, 0}{213, 209, 0})
23.38,19,({224.5, 193, 0}{209, 210.5, 0})
29.4,8,({224.5, 193, 0}{246.5, 212.5, 0})
1.12,11,({224, 194, 0}{224.5, 193, 0})
17.36,9,({224, 194, 0}{237, 182.5, 0})
18.6,16,({224, 194, 0}{213, 209, 0})
22.3,19,({224, 194, 0}{209, 210.5, 0})
29.13,8,({224, 194, 0}{246.5, 212.5, 0})
4.12,15,({221.5, 150, 0}{217.5, 149, 0})
36.01,9,({221.5, 150, 0}{237, 182.5, 0})
36.39,20,({221.5, 150, 0}{229.5, 114.5, 0})
43.1,11,({221.5, 150, 0}{224.5, 193, 0})
44.07,12,({221.5, 150, 0}{224, 194, 0})
6.32,18,({264, 104, 0}{266, 98, 0})
15.81,17,({264, 104, 0}{249, 109, 0})
36.06,20,({264, 104, 0}{229.5, 114.5, 0})
46.27,2,({264, 104, 0}{269, 150, 0})
48.21,1,({264, 104, 0}{268.5, 152, 0})
4.12,13,({217.5, 149, 0}{221.5, 150, 0})
36.53,20,({217.5, 149, 0}{229.5, 114.5, 0})
38.76,9,({217.5, 149, 0}{237, 182.5, 0})
44.55,11,({217.5, 149, 0}{224.5, 193, 0})
45.47,12,({217.5, 149, 0}{224, 194, 0})
4.27,19,({213, 209, 0}{209, 210.5, 0})
18.6,12,({213, 209, 0}{224, 194, 0})
19.7,11,({213, 209, 0}{224.5, 193, 0})
33.68,8,({213, 209, 0}{246.5, 212.5, 0})
35.75,9,({213, 209, 0}{237, 182.5, 0})
15.81,14,({249, 109, 0}{264, 104, 0})
20.25,18,({249, 109, 0}{266, 98, 0})
20.26,20,({249, 109, 0}{229.5, 114.5, 0})
45.62,2,({249, 109, 0}{269, 150, 0})
47.21,1,({249, 109, 0}{268.5, 152, 0})
6.32,14,({266, 98, 0}{264, 104, 0})
20.25,17,({266, 98, 0}{249, 109, 0})
40.06,20,({266, 98, 0}{229.5, 114.5, 0})
52.09,2,({266, 98, 0}{269, 150, 0})
54.06,1,({266, 98, 0}{268.5, 152, 0})
4.27,16,({209, 210.5, 0}{213, 209, 0})
22.3,12,({209, 210.5, 0}{224, 194, 0})
23.38,11,({209, 210.5, 0}{224.5, 193, 0})
37.55,8,({209, 210.5, 0}{246.5, 212.5, 0})
39.6,9,({209, 210.5, 0}{237, 182.5, 0})
20.26,17,({229.5, 114.5, 0}{249, 109, 0})
36.06,14,({229.5, 114.5, 0}{264, 104, 0})
36.39,13,({229.5, 114.5, 0}{221.5, 150, 0})
36.53,15,({229.5, 114.5, 0}{217.5, 149, 0})
40.06,18,({229.5, 114.5, 0}{266, 98, 0})
0,22,({313, 297, 0}{313, 297, 0})
63.78,3,({313, 297, 0}{307, 233.5, 0})
69.59,7,({313, 297, 0}{336.5, 231.5, 0})
72.98,5,({313, 297, 0}{274.5, 235, 0})
73.51,6,({313, 297, 0}{273.5, 235, 0})
0,21,({313, 297, 0}{313, 297, 0})
63.78,3,({313, 297, 0}{307, 233.5, 0})
69.59,7,({313, 297, 0}{336.5, 231.5, 0})
72.98,5,({313, 297, 0}{274.5, 235, 0})
73.51,6,({313, 297, 0}{273.5, 235, 0})
43.83,2,({298, 192, 0}{306.5, 235, 0})
44.27,1,({298, 192, 0}{340, 206, 0})
50.22,4,({298, 192, 0}{334.5, 157.5, 0})
50.22,3,({298, 192, 0}{334.5, 157.5, 0})
62.2,6,({298, 192, 0}{248, 229, 0})
44.27,0,({340, 206, 0}{298, 192, 0})
44.31,2,({340, 206, 0}{306.5, 235, 0})
48.81,4,({340, 206, 0}{334.5, 157.5, 0})
48.81,3,({340, 206, 0}{334.5, 157.5, 0})
54.69,11,({340, 206, 0}{390.5, 185, 0})
43.83,0,({306.5, 235, 0}{298, 192, 0})
44.31,1,({306.5, 235, 0}{340, 206, 0})
58.81,6,({306.5, 235, 0}{248, 229, 0})
63.79,10,({306.5, 235, 0}{247, 258, 0})
66.02,14,({306.5, 235, 0}{308, 301, 0})
0,4,({334.5, 157.5, 0}{334.5, 157.5, 0})
19.91,8,({334.5, 157.5, 0}{350, 145, 0})
19.91,7,({334.5, 157.5, 0}{350, 145, 0})
39.78,9,({334.5, 157.5, 0}{344.5, 119, 0})
48.81,1,({334.5, 157.5, 0}{340, 206, 0})
0,3,({334.5, 157.5, 0}{334.5, 157.5, 0})
19.91,8,({334.5, 157.5, 0}{350, 145, 0})
19.91,7,({334.5, 157.5, 0}{350, 145, 0})
39.78,9,({334.5, 157.5, 0}{344.5, 119, 0})
48.81,1,({334.5, 157.5, 0}{340, 206, 0})
48.87,13,({293, 127, 0}{325.5, 90.5, 0})
51.5,4,({293, 127, 0}{334.5, 157.5, 0})
51.5,3,({293, 127, 0}{334.5, 157.5, 0})
52.12,9,({293, 127, 0}{344.5, 119, 0})
52.33,16,({293, 127, 0}{270, 80, 0})
29.02,10,({248, 229, 0}{247, 258, 0})
50.32,17,({248, 229, 0}{203.5, 252.5, 0})
50.56,18,({248, 229, 0}{203.5, 253, 0})
58.81,2,({248, 229, 0}{306.5, 235, 0})
62.2,0,({248, 229, 0}{298, 192, 0})
0,8,({350, 145, 0}{350, 145, 0})
19.91,4,({350, 145, 0}{334.5, 157.5, 0})
19.91,3,({350, 145, 0}{334.5, 157.5, 0})
26.58,9,({350, 145, 0}{344.5, 119, 0})
44.5,12,({350, 145, 0}{350, 100.5, 0})
0,7,({350, 145, 0}{350, 145, 0})
19.91,4,({350, 145, 0}{334.5, 157.5, 0})
19.91,3,({350, 145, 0}{334.5, 157.5, 0})
26.58,9,({350, 145, 0}{344.5, 119, 0})
44.5,12,({350, 145, 0}{350, 100.5, 0})
19.3,12,({344.5, 119, 0}{350, 100.5, 0})
26.58,8,({344.5, 119, 0}{350, 145, 0})
26.58,7,({344.5, 119, 0}{350, 145, 0})
34.25,13,({344.5, 119, 0}{325.5, 90.5, 0})
39.78,4,({344.5, 119, 0}{334.5, 157.5, 0})
29.02,6,({247, 258, 0}{248, 229, 0})
43.79,18,({247, 258, 0}{203.5, 253, 0})
43.85,17,({247, 258, 0}{203.5, 252.5, 0})
63.79,2,({247, 258, 0}{306.5, 235, 0})
73.71,15,({247, 258, 0}{306.5, 301.5, 0})
54.69,1,({390.5, 185, 0}{340, 206, 0})
56.92,8,({390.5, 185, 0}{350, 145, 0})
56.92,7,({390.5, 185, 0}{350, 145, 0})
62.39,4,({390.5, 185, 0}{334.5, 157.5, 0})
62.39,3,({390.5, 185, 0}{334.5, 157.5, 0})
19.3,9,({350, 100.5, 0}{344.5, 119, 0})
26.46,13,({350, 100.5, 0}{325.5, 90.5, 0})
44.5,8,({350, 100.5, 0}{350, 145, 0})
44.5,7,({350, 100.5, 0}{350, 145, 0})
59.07,4,({350, 100.5, 0}{334.5, 157.5, 0})
26.46,12,({325.5, 90.5, 0}{350, 100.5, 0})
34.25,9,({325.5, 90.5, 0}{344.5, 119, 0})
48.87,5,({325.5, 90.5, 0}{293, 127, 0})
56.48,16,({325.5, 90.5, 0}{270, 80, 0})
59.75,8,({325.5, 90.5, 0}{350, 145, 0})
1.58,15,({308, 301, 0}{306.5, 301.5, 0})
66.02,2,({308, 301, 0}{306.5, 235, 0})
74.63,10,({308, 301, 0}{247, 258, 0})
93.72,6,({308, 301, 0}{248, 229, 0})
100.24,1,({308, 301, 0}{340, 206, 0})
1.58,14,({306.5, 301.5, 0}{308, 301, 0})
66.5,2,({306.5, 301.5, 0}{306.5, 235, 0})
73.71,10,({306.5, 301.5, 0}{247, 258, 0})
93.16,6,({306.5, 301.5, 0}{248, 229, 0})
101.21,1,({306.5, 301.5, 0}{340, 206, 0})
52.33,5,({270, 80, 0}{293, 127, 0})
56.48,13,({270, 80, 0}{325.5, 90.5, 0})
82.58,12,({270, 80, 0}{350, 100.5, 0})
84.09,9,({270, 80, 0}{344.5, 119, 0})
100.83,4,({270, 80, 0}{334.5, 157.5, 0})
0.5,18,({203.5, 252.5, 0}{203.5, 253, 0})
43.85,10,({203.5, 252.5, 0}{247, 258, 0})
50.32,6,({203.5, 252.5, 0}{248, 229, 0})
104.48,2,({203.5, 252.5, 0}{306.5, 235, 0})
112.21,0,({203.5, 252.5, 0}{298, 192, 0})
0.5,17,({203.5, 253, 0}{203.5, 252.5, 0})
43.79,10,({203.5, 253, 0}{247, 258, 0})
50.56,6,({203.5, 253, 0}{248, 229, 0})
104.56,2,({203.5, 253, 0}{306.5, 235, 0})
112.48,0,({203.5, 253, 0}{298, 192, 0})
1,1,({298.5, 213, 0}{297.5, 213, 0})
21.51,4,({298.5, 213, 0}{316, 225.5, 0})
21.8,5,({298.5, 213, 0}{316, 226, 0})
36.88,3,({298.5, 213, 0}{334, 203, 0})
37.02,2,({298.5, 213, 0}{334, 202.5, 0})
1,0,({297.5, 213, 0}{298.5, 213, 0})
22.33,4,({297.5, 213, 0}{316, 225.5, 0})
22.61,5,({297.5, 213, 0}{316, 226, 0})
37.85,3,({297.5, 213, 0}{334, 203, 0})
37.98,2,({297.5, 213, 0}{334, 202.5, 0})
0.5,3,({334, 202.5, 0}{334, 203, 0})
6.52,6,({334, 202.5, 0}{340.5, 203, 0})
21.21,7,({334, 202.5, 0}{337, 181.5, 0})
24.68,9,({334, 202.5, 0}{337, 227, 0})
25.08,8,({334, 202.5, 0}{336, 227.5, 0})
0.5,2,({334, 203, 0}{334, 202.5, 0})
6.5,6,({334, 203, 0}{340.5, 203, 0})
21.71,7,({334, 203, 0}{337, 181.5, 0})
24.19,9,({334, 203, 0}{337, 227, 0})
24.58,8,({334, 203, 0}{336, 227.5, 0})
0.5,5,({316, 225.5, 0}{316, 226, 0})
20.1,8,({316, 225.5, 0}{336, 227.5, 0})
21.05,9,({316, 225.5, 0}{337, 227, 0})
21.51,0,({316, 225.5, 0}{298.5, 213, 0})
22.33,1,({316, 225.5, 0}{297.5, 213, 0})
0.5,4,({316, 226, 0}{316, 225.5, 0})
20.06,8,({316, 226, 0}{336, 227.5, 0})
21.02,9,({316, 226, 0}{337, 227, 0})
21.8,0,({316, 226, 0}{298.5, 213, 0})
22.61,1,({316, 226, 0}{297.5, 213, 0})
6.5,3,({340.5, 203, 0}{334, 203, 0})
6.52,2,({340.5, 203, 0}{334, 202.5, 0})
21.78,7,({340.5, 203, 0}{337, 181.5, 0})
22.41,11,({340.5, 203, 0}{354.5, 220.5, 0})
24.25,9,({340.5, 203, 0}{337, 227, 0})
21.21,2,({337, 181.5, 0}{334, 202.5, 0})
21.55,10,({337, 181.5, 0}{338.5, 160, 0})
21.71,3,({337, 181.5, 0}{334, 203, 0})
21.78,6,({337, 181.5, 0}{340.5, 203, 0})
42.75,11,({337, 181.5, 0}{354.5, 220.5, 0})
1.12,9,({336, 227.5, 0}{337, 227, 0})
19.78,11,({336, 227.5, 0}{354.5, 220.5, 0})
20.06,5,({336, 227.5, 0}{316, 226, 0})
20.1,4,({336, 227.5, 0}{316, 225.5, 0})
24.58,3,({336, 227.5, 0}{334, 203, 0})
1.12,8,({337, 227, 0}{336, 227.5, 0})
18.67,11,({337, 227, 0}{354.5, 220.5, 0})
21.02,5,({337, 227, 0}{316, 226, 0})
21.05,4,({337, 227, 0}{316, 225.5, 0})
24.19,3,({337, 227, 0}{334, 203, 0})
21.55,7,({338.5, 160, 0}{337, 181.5, 0})
23.26,15,({338.5, 160, 0}{342, 137, 0})
42.74,2,({338.5, 160, 0}{334, 202.5, 0})
43.05,6,({338.5, 160, 0}{340.5, 203, 0})
43.23,3,({338.5, 160, 0}{334, 203, 0})
18.67,9,({354.5, 220.5, 0}{337, 227, 0})
19.78,8,({354.5, 220.5, 0}{336, 227.5, 0})
22.41,6,({354.5, 220.5, 0}{340.5, 203, 0})
26.95,3,({354.5, 220.5, 0}{334, 203, 0})
27.28,2,({354.5, 220.5, 0}{334, 202.5, 0})
0.5,13,({257.5, 241.5, 0}{257, 241.5, 0})
17.9,19,({257.5, 241.5, 0}{247, 256, 0})
21.51,18,({257.5, 241.5, 0}{237, 235, 0})
49.11,1,({257.5, 241.5, 0}{297.5, 213, 0})
49.93,0,({257.5, 241.5, 0}{298.5, 213, 0})
0.5,12,({257, 241.5, 0}{257.5, 241.5, 0})
17.61,19,({257, 241.5, 0}{247, 256, 0})
21.03,18,({257, 241.5, 0}{237, 235, 0})
49.52,1,({257, 241.5, 0}{297.5, 213, 0})
50.34,0,({257, 241.5, 0}{298.5, 213, 0})
43.91,15,({298.5, 131, 0}{342, 137, 0})
49.41,10,({298.5, 131, 0}{338.5, 160, 0})
63.5,7,({298.5, 131, 0}{337, 181.5, 0})
79.83,2,({298.5, 131, 0}{334, 202.5, 0})
80.28,3,({298.5, 131, 0}{334, 203, 0})
23.26,10,({342, 137, 0}{338.5, 160, 0})
43.91,14,({342, 137, 0}{298.5, 131, 0})
44.78,7,({342, 137, 0}{337, 181.5, 0})
65.99,2,({342, 137, 0}{334, 202.5, 0})
66.02,6,({342, 137, 0}{340.5, 203, 0})
0.5,17,({303.5, 270, 0}{303, 270, 0})
45.74,5,({303.5, 270, 0}{316, 226, 0})
46.22,4,({303.5, 270, 0}{316, 225.5, 0})
53.5,8,({303.5, 270, 0}{336, 227.5, 0})
54.11,12,({303.5, 270, 0}{257.5, 241.5, 0})
0.5,16,({303, 270, 0}{303.5, 270, 0})
45.88,5,({303, 270, 0}{316, 226, 0})
46.36,4,({303, 270, 0}{316, 225.5, 0})
53.69,12,({303, 270, 0}{257.5, 241.5, 0})
53.81,8,({303, 270, 0}{336, 227.5, 0})
21.03,13,({237, 235, 0}{257, 241.5, 0})
21.51,12,({237, 235, 0}{257.5, 241.5, 0})
23.26,19,({237, 235, 0}{247, 256, 0})
37.87,21,({237, 235, 0}{209, 209.5, 0})
37.87,20,({237, 235, 0}{209, 209.5, 0})
17.61,13,({247, 256, 0}{257, 241.5, 0})
17.9,12,({247, 256, 0}{257.5, 241.5, 0})
23.26,18,({247, 256, 0}{237, 235, 0})
57.72,17,({247, 256, 0}{303, 270, 0})
58.21,16,({247, 256, 0}{303.5, 270, 0})
0,21,({209, 209.5, 0}{209, 209.5, 0})
